"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y15","y16","y17","HghAges"
"128","Bago","Bago","AREA # 070101","Bago","MMR007001","Bago","Bago",14,6,10,30
"129","Bago","Bago","AREA # 070102","Tanatpin","MMR007002","Thanatpin","Tanatpin",5,5,1,11
"130","Bago","Bago","AREA # 070103","Kawa","MMR007003","Kawa","Kawa",6,2,3,11
"131","Bago","Bago","AREA # 070104","Waw","MMR007004","Waw","Waw",6,8,4,18
"132","Bago","Bago","AREA # 070105","Nyaunglebin","MMR007005","Nyaunglebin","Nyaunglebin",10,8,4,22
"133","Bago","Bago","AREA # 070106","Kyauktaga","MMR007006","Kyauktaga","Kyauktaga",10,8,7,25
"134","Bago","Bago","AREA # 070107","Daik U","MMR007007","Daik-U","Daik U",8,5,9,22
"135","Bago","Bago","AREA # 070108","Shwegyin","MMR007008","Shwegyin","Shwegyin",7,1,2,10
"136","Bago","Toungoo","AREA # 070201","Toungoo","MMR007009","Taungoo","Toungoo",13,8,3,24
"137","Bago","Toungoo","AREA # 070202","Yaedashe","MMR007010","Yedashe","Yaedashe",4,2,3,9
"138","Bago","Toungoo","AREA # 070203","Kyaukkyi","MMR007011","Kyaukkyi","Kyaukkyi",4,1,2,7
"139","Bago","Toungoo","AREA # 070204","Pyu","MMR007012","Phyu","Pyu",14,8,6,28
"140","Bago","Toungoo","AREA # 070205","Oatwin","MMR007013","Oktwin","Oatwin",6,5,5,16
"141","Bago","Toungoo","AREA # 070206","Htantapin","MMR007014","Htantabin","Htantapin",4,6,9,19
"142","Bago","Pyay","AREA # 070301","Pyay","MMR008001","Pyay","Pyay",2,8,7,17
"143","Bago","Pyay","AREA # 070302","Paukkhaung","MMR008002","Paukkhaung","Paukkhaung",3,6,1,10
"144","Bago","Pyay","AREA # 070303","Padaung","MMR008003","Padaung","Padaung",4,1,6,11
"145","Bago","Pyay","AREA # 070304","Paunde","MMR008004","Paungde","Paunde",5,7,3,15
"146","Bago","Pyay","AREA # 070305","Thegon","MMR008005","Thegon","Thegon",5,5,4,14
"147","Bago","Pyay","AREA # 070306","Shwedaung","MMR008006","Shwedaung","Shwedaung",1,2,3,6
"148","Bago","Tharyarwaddy","AREA # 070401","Tharyarwaddy","MMR008007","Thayarwady","Tharyarwaddy",8,5,9,22
"149","Bago","Tharyarwaddy","AREA # 070402","Letpadan","MMR008008","Letpadan","Letpadan",6,5,5,16
"150","Bago","Tharyarwaddy","AREA # 070403","Minhla","MMR008009","Minhla","Minhla",4,5,2,11
"151","Bago","Tharyarwaddy","AREA # 070404","Okpo","MMR008010","Okpho","Okpo",4,4,2,10
"152","Bago","Tharyarwaddy","AREA # 070405","Zigon","MMR008011","Zigon","Zigon",2,1,1,4
"153","Bago","Tharyarwaddy","AREA # 070406","Nattalin","MMR008012","Nattalin","Nattalin",7,2,4,13
"154","Bago","Tharyarwaddy","AREA # 070407","Monyo","MMR008013","Monyo","Monyo",9,1,1,11
"155","Bago","Tharyarwaddy","AREA # 070408","Gyobingauk","MMR008014","Gyobingauk","Gyobingauk",8,1,2,11
"156","Magway","Magway","AREA # 080101","Magway","MMR009001","Magway","Magway",6,7,5,18
"157","Magway","Magway","AREA # 080102","Yenangyoung","MMR009002","Yenangyaung","Yenangyoung",2,4,3,9
"158","Magway","Magway","AREA # 080103","Chauk","MMR009003","Chauk","Chauk",3,5,6,14
"159","Magway","Magway","AREA # 080104","Taungdwingyi","MMR009004","Taungdwingyi","Taungdwingyi",11,4,9,24
"160","Magway","Magway","AREA # 080105","Myothit","MMR009005","Myothit","Myothit",3,4,3,10
"161","Magway","Magway","AREA # 080106","Natmauk","MMR009006","Natmauk","Natmauk",7,3,4,14
"162","Magway","Minbu","AREA # 080201","Minbu","MMR009007","Minbu","Minbu",3,9,4,16
"163","Magway","Minbu","AREA # 080202","Pwint Phyu","MMR009008","Pwintbyu","Pwint Phyu",8,2,5,15
"164","Magway","Minbu","AREA # 080203","Ngape","MMR009009","Ngape","Ngape",2,0,2,4
"165","Magway","Minbu","AREA # 080204","Salin","MMR009010","Salin","Salin",7,7,2,16
"166","Magway","Minbu","AREA # 080205","Saytottara","MMR009011","Sidoktaya","Saytottara",3,1,1,5
"167","Magway","Thayet","AREA # 080301","Thayet","MMR009012","Thayet","Thayet",2,3,4,9
"168","Magway","Thayet","AREA # 080302","Minhla","MMR009013","Minhla","Minhla",2,2,6,10
"169","Magway","Thayet","AREA # 080303","Mindon","MMR009014","Mindon","Mindon",3,0,0,3
"170","Magway","Thayet","AREA # 080304","Kamma","MMR009015","Kamma","Kamma",3,2,2,7
"171","Magway","Thayet","AREA # 080305","Aunglan","MMR009016","Aunglan","Aunglan",8,7,4,19
"172","Magway","Thayet","AREA # 080306","Sinpaungwe`","MMR009017","Sinbaungwe","Sinpaungwe`",0,2,5,7
"173","Magway","Pakokku","AREA # 080401","Pakokku","MMR009018","Pakokku","Pakokku",7,9,8,24
"174","Magway","Pakokku","AREA # 080402","Yesagyo","MMR009019","Yesagyo","Yesagyo",7,2,8,17
"175","Magway","Pakokku","AREA # 080403","Myaing","MMR009020","Myaing","Myaing",5,8,8,21
"176","Magway","Pakokku","AREA # 080404","Pauk","MMR009021","Pauk","Pauk",7,4,5,16
"177","Magway","Pakokku","AREA # 080405","Seikphyu","MMR009022","Seikphyu","Seikphyu",1,6,1,8
"178","Magway","Gangaw","AREA # 080501","Gangaw","MMR009023","Gangaw","Gangaw",6,3,5,14
"179","Magway","Gangaw","AREA # 080502","Htilin","MMR009024","Tilin","Htilin",3,2,2,7
"180","Magway","Gangaw","AREA # 080503","Saw","MMR009025","Saw","Saw",1,0,2,3
"181","Magway","Gangaw","AREA # 080551","Kyaukhtu(ST)","MMR009025","Saw","Kyaukhtu(ST)",1,0,3,4
"182","Mandalay","Mandalay","AREA # 090101","Aungmyetharzan","MMR010001","Aungmyaythazan","Aungmyetharzan",6,4,3,13
"183","Mandalay","Mandalay","AREA # 090102","Chanayeharzan","MMR010002","Chanayethazan","Chanayeharzan",4,4,6,14
"184","Mandalay","Mandalay","AREA # 090103","Mahaaungmye","MMR010003","Mahaaungmyay","Mahaaungmye",7,1,1,9
"185","Mandalay","Mandalay","AREA # 090104","Chanmyatharzi","MMR010004","Chanmyathazi","Chanmyatharzi",3,7,4,14
"186","Mandalay","Mandalay","AREA # 090105","Pyigyidagun","MMR010005","Pyigyitagon","Pyigyidagun",8,10,2,20
"187","Mandalay","Mandalay","AREA # 090106","Amarapura","MMR010006","Amarapura","Amarapura",6,4,1,11
"188","Mandalay","Mandalay","AREA # 090107","Patheingyi","MMR010007","Patheingyi","Patheingyi",3,7,5,15
"189","Mandalay","Pyin Oo Lwin","AREA # 090201","Pyin Oo Lwin","MMR010008","Pyinoolwin","Pyin Oo Lwin",4,10,2,16
"190","Mandalay","Pyin Oo Lwin","AREA # 090202","Madaya","MMR010009","Madaya","Madaya",10,4,8,22
"191","Mandalay","Pyin Oo Lwin","AREA # 090203","Sinku","MMR010010","Singu","Sinku",7,4,2,13
"192","Mandalay","Pyin Oo Lwin","AREA # 090204","Mogok","MMR010011","Mogoke","Mogok",7,3,5,15
"193","Mandalay","Pyin Oo Lwin","AREA # 090205","Thabeikkyin","MMR010012","Thabeikkyin","Thabeikkyin",2,3,3,8
"194","Mandalay","Pyin Oo Lwin","AREA # 090251","Tagaung","MMR010012","Thabeikkyin","Tagaung",1,1,0,2
"195","Mandalay","Kyaukse","AREA # 090301","Kyaukse","MMR010013","Kyaukse","Kyaukse",9,5,4,18
"196","Mandalay","Kyaukse","AREA # 090302","Singaing","MMR010014","Sintgaing","Singaing",3,2,3,8
"197","Mandalay","Kyaukse","AREA # 090303","Myitthar","MMR010015","Myittha","Myitthar",6,2,2,10
"198","Mandalay","Kyaukse","AREA # 090304","Tada U","MMR010016","Tada-U","Tada U",3,4,2,9
"199","Mandalay","Myingyan","AREA # 090401","Myingyan","MMR010017","Myingyan","Myingyan",14,7,8,29
"200","Mandalay","Myingyan","AREA # 090402","Taungtha","MMR010018","Taungtha","Taungtha",5,4,2,11
"201","Mandalay","Myingyan","AREA # 090403","Natogyi","MMR010019","Natogyi","Natogyi",6,3,5,14
"202","Mandalay","Nyaung U","AREA # 090404","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung",12,5,8,25
"203","Mandalay","Myingyan","AREA # 090405","Ngazun","MMR010021","Ngazun","Ngazun",2,2,5,9
"204","Mandalay","Nyaung U","AREA # 090501","Nyaung U","MMR010022","Nyaung-U","Nyaung U",7,5,5,17
"205","Mandalay","Nyaung U","AREA # 090551","Ngathayauk","MMR010022","Nyaung-U","Ngat",4,3,5,12
"206","Mandalay","Yame`thin","AREA # 090601","Yame`thin","MMR010023","Yamethin","Yame`thin",8,5,2,15
"207","Mandalay","Yame`thin","AREA # 090602","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe",3,5,6,14
"208","Mandalay","Meiktila","AREA # 090701","Meiktila","MMR010028","Meiktila","Meiktila",11,5,5,21
"209","Mandalay","Meiktila","AREA # 090702","Mahlaing","MMR010029","Mahlaing","MahlYaing",2,3,0,5
"210","Mandalay","Meiktila","AREA # 090703","Thazi","MMR010030","Thazi","Thazi",1,3,3,7
"211","Mandalay","Meiktila","AREA # 090704","Wundwin","MMR010031","Wundwin","Wundwin",5,0,9,14
"212","Mon","Mawlamyine","AREA # 100101","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine",10,5,6,21
"213","Mon","Mawlamyine","AREA # 100102","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw",10,5,7,22
"214","Mon","Mawlamyine","AREA # 100103","Chaungzon","MMR011003","Chaungzon","Chaungzon",5,4,4,13
"215","Mon","Mawlamyine","AREA # 100104","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat",10,10,5,25
"216","Mon","Mawlamyine","AREA # 100105","Mudon","MMR011005","Mudon","Mudon",7,7,3,17
"217","Mon","Mawlamyine","AREA # 100106","Ye","MMR011006","Ye","Ye",5,4,5,14
"218","Mon","Mawlamyine","AREA # 100152","Khawzar","MMR011006","Ye","Khawzar",0,1,1,2
"219","Mon","Mawlamyine","AREA # 100151","Lamine","MMR011006","Ye","Lamine",2,3,4,9
"220","Mon","Thaton","AREA # 100201","Thaton","MMR011007","Thaton","Thaton",10,9,10,29
"221","Mon","Thaton","AREA # 100202","Paung","MMR011008","Paung","Paung",5,13,13,31
"222","Mon","Thaton","AREA # 100203","Kyaikto","MMR011009","Kyaikto","Kyaikto",10,8,6,24
"223","Mon","Thaton","AREA # 100204","Bilin","MMR011010","Bilin","Bilin",4,8,12,24
"224","Rakhine","Sittway","AREA # 110101","Sittway","MMR012001","Sittwe","Sittway",5,7,3,15
"225","Rakhine","Sittway","AREA # 110102","Ponnagyun","MMR012002","Ponnagyun","Ponnagyun",4,4,7,15
"226","Rakhine","Myauk U","AREA # 110201","Myauk U","MMR012003","Mrauk-U","Myauk U",8,3,7,18
"227","Rakhine","Myauk U","AREA # 110202","Kyauktaw","MMR012004","Kyauktaw","Kyauktaw",7,5,4,16
"228","Rakhine","Myauk U","AREA # 110203","Minbya","MMR012005","Minbya","Minbya",10,5,4,19
"229","Rakhine","Myauk U","AREA # 110204","Myebon","MMR012006","Myebon","Myebon",9,9,9,27
"230","Rakhine","Sittway","AREA # 110103","Pauktaw","MMR012007","Pauktaw","Pauktaw",6,5,3,14
"231","Rakhine","Sittway","AREA # 110104","Yethedaung","MMR012008","Rathedaung","Yethedaung",7,4,3,14
"232","Rakhine","Maungtaw","AREA # 110351","Taungpyoletwe(ST)","MMR012009","Maungdaw","Taungpyoletwe(ST)",0,0,0,0
"233","Rakhine","Maungtaw","AREA # 110301","Maungtaw","MMR012009","Maungdaw","Maungtaw",2,3,1,6
"234","Rakhine","Maungtaw","AREA # 110302","Buthidaung","MMR012010","Buthidaung","Buthidaung",3,4,0,7
"235","Rakhine","Kyaukpyu","AREA # 110401","Kyaukpyu","MMR012011","Kyaukpyu","Kyaukpyu",7,4,0,11
"236","Rakhine","Kyaukpyu","AREA # 110402","Mannaung","MMR012012","Munaung","Mannaung",2,4,1,7
"237","Rakhine","Kyaukpyu","AREA # 110403","Yanbye","MMR012013","Ramree","Yanbye",3,3,2,8
"238","Rakhine","Kyaukpyu","AREA # 110404","An","MMR012014","Ann","An",6,3,2,11
"239","Rakhine","Thandwe","AREA # 110501","Thandwe","MMR012015","Thandwe","Thandwe",7,2,7,16
"240","Rakhine","Thandwe","AREA # 110551","Maei(ST)","MMR012016","Toungup","Maei(ST)",1,2,1,4
"241","Rakhine","Thandwe","AREA # 110502","Toungup","MMR012016","Toungup","Toungup",4,2,7,13
"242","Rakhine","Thandwe","AREA # 110503","Gwa","MMR012017","Gwa","Gwa",3,0,2,5
"243","Rakhine","Thandwe","AREA # 110552","Kyeintali(ST)","MMR012017","Gwa","Kyeintali(ST)",1,2,0,3
"244","Yangon","North Yangon","AREA # 120101","Insein","MMR013001","Insein","Insein",10,6,8,24
