"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y11","y12","y13","y14","MidAges"
"236","Rakhine","Kyaukpyu","AREA # 110402","Mannaung","MMR012012","Munaung","Mannaung",3,2,2,3,10
"237","Rakhine","Kyaukpyu","AREA # 110403","Yanbye","MMR012013","Ramree","Yanbye",1,3,1,4,9
"238","Rakhine","Kyaukpyu","AREA # 110404","An","MMR012014","Ann","An",4,2,3,3,12
"239","Rakhine","Thandwe","AREA # 110501","Thandwe","MMR012015","Thandwe","Thandwe",4,2,4,5,15
"240","Rakhine","Thandwe","AREA # 110551","Maei(ST)","MMR012016","Toungup","Maei(ST)",0,1,1,0,2
"241","Rakhine","Thandwe","AREA # 110502","Toungup","MMR012016","Toungup","Toungup",1,2,0,2,5
"242","Rakhine","Thandwe","AREA # 110503","Gwa","MMR012017","Gwa","Gwa",3,0,0,2,5
"243","Rakhine","Thandwe","AREA # 110552","Kyeintali(ST)","MMR012017","Gwa","Kyeintali(ST)",2,1,0,1,4
"244","Yangon","North Yangon","AREA # 120101","Insein","MMR013001","Insein","Insein",7,10,10,5,32
"245","Yangon","North Yangon","AREA # 120102","Mingaladon","MMR013002","Mingaladon","Mingaladon",7,10,6,3,26
"246","Yangon","North Yangon","AREA # 120103","Hmawby","MMR013003","Hmawbi","Hmawby",2,8,3,6,19
"247","Yangon","North Yangon","AREA # 120104","Hlegu","MMR013004","Hlegu","Hlegu",7,7,12,10,36
"248","Yangon","North Yangon","AREA # 120105","Taikkyi","MMR013005","Taikkyi","Taikkyi",13,14,8,9,44
"249","Yangon","North Yangon","AREA # 120106","Htantabin","MMR013006","Htantabin","Htantabin",6,6,7,5,24
"250","Yangon","North Yangon","AREA # 120107","Shwepyitha","MMR013007","Shwepyithar","Shwepyitha",4,9,9,8,30
"251","Yangon","North Yangon","AREA # 120108","Hlinethaya","MMR013008","Hlaingtharya","Hlinethaya",9,14,28,18,69
"252","Yangon","East Yangon","AREA # 120201","Thingangyun","MMR013009","Thingangyun","Thingangyun",6,2,4,7,19
"253","Yangon","East Yangon","AREA # 120202","Yankin","MMR013010","Yankin","Yankin",2,1,3,1,7
"254","Yangon","East Yangon","AREA # 120203","South Okkalapa","MMR013011","South Okkalapa","South Okkalapa",9,3,7,6,25
"255","Yangon","East Yangon","AREA # 120204","North Okkalapa","MMR013012","North Okkalapa","North Okkalapa",6,10,4,9,29
"256","Yangon","East Yangon","AREA # 120205","Thakayta","MMR013013","Thaketa","Thakayta",5,5,3,2,15
"257","Yangon","East Yangon","AREA # 120206","Dawbon","MMR013014","Dawbon","Dawbon",1,3,1,0,5
"258","Yangon","East Yangon","AREA # 120207","Tamway","MMR013015","Tamwe","Tamway",2,4,2,4,12
"259","Yangon","East Yangon","AREA # 120208","Pazuntaung","MMR013016","Pazundaung","Pazuntaung",1,1,0,1,3
"260","Yangon","East Yangon","AREA # 120209","Botahtaung","MMR013017","Botahtaung","Botahtaung",0,0,1,0,1
"261","Yangon","East Yangon","AREA # 120210","Dagon Myothit(South)","MMR013018","Dagon Myothit (South)","Dagon Myothit(South)",5,9,12,7,33
"262","Yangon","East Yangon","AREA # 120211","Dagon Myothit(North)","MMR013019","Dagon Myothit (North)","Dagon Myothit(North)",3,4,4,7,18
"263","Yangon","East Yangon","AREA # 120212","Dagon Myothit(East)","MMR013020","Dagon Myothit (East)","Dagon Myothit(East)",10,8,3,3,24
"264","Yangon","East Yangon","AREA # 120213","Dagon Myothit(Seik)","MMR013021","Dagon Myothit (Seikkan)","Dagon Myothit(Seik)",4,6,5,6,21
"265","Yangon","East Yangon","AREA # 120214","Mingala Taungnyunt","MMR013022","Mingalartaungnyunt","Mingala Taungnyunt",1,2,4,5,12
"266","Yangon","South Yangon","AREA # 120301","Thanlyin","MMR013023","Thanlyin","Thanlyin",5,6,6,6,23
"267","Yangon","South Yangon","AREA # 120351","Tada(ST)","MMR013024","Kyauktan","Tada(ST)",2,0,1,1,4
"268","Yangon","South Yangon","AREA # 120302","Kyauktan","MMR013024","Kyauktan","Kyauktan",1,1,7,4,13
"269","Yangon","South Yangon","AREA # 120303","Thongwa","MMR013025","Thongwa","Thongwa",6,3,5,2,16
"270","Yangon","South Yangon","AREA # 120304","Khayan","MMR013026","Kayan","Khayan",4,6,4,6,20
"271","Yangon","South Yangon","AREA # 120305","Twantay","MMR013027","Twantay","Twantay",8,7,11,6,32
"272","Yangon","South Yangon","AREA # 120306","Kawhmu","MMR013028","Kawhmu","Kawhmu",5,4,3,4,16
"273","Yangon","South Yangon","AREA # 120307","Kungyangon","MMR013029","Kungyangon","Kungyangon",2,3,3,6,14
"274","Yangon","South Yangon","AREA # 120308","Dala","MMR013030","Dala","Dala",3,8,6,5,22
"275","Yangon","South Yangon","AREA # 120309","Seikkyi/Khanaungto","MMR013031","Seikgyikanaungto","Seikkyi/Khanaungto",1,2,1,2,6
"276","Yangon","South Yangon","AREA # 120310","Cocogyun","MMR013032","Cocokyun","Cocogyun",0,0,1,0,1
"277","Yangon","West Yangon","AREA # 120401","Kyauktada","MMR013033","Kyauktada","Kyauktada",0,0,0,2,2
"278","Yangon","West Yangon","AREA # 120402","Pabedan","MMR013034","Pabedan","Pabedan",1,0,1,0,2
"279","Yangon","West Yangon","AREA # 120403","Lanmadaw","MMR013035","Lanmadaw","Lanmadaw",0,0,1,0,1
"280","Yangon","West Yangon","AREA # 120404","Latha","MMR013036","Latha","Latha",1,0,0,0,1
"281","Yangon","West Yangon","AREA # 120405","Ahlon","MMR013037","Ahlone","Ahlon",0,0,1,3,4
"282","Yangon","West Yangon","AREA # 120406","Kyimyindine","MMR013038","Kyeemyindaing","Kyimyindine",0,2,2,2,6
"283","Yangon","West Yangon","AREA # 120407","Sangyoung","MMR013039","Sanchaung","Sangyoung",2,2,1,0,5
"284","Yangon","West Yangon","AREA # 120408","Hline","MMR013040","Hlaing","Hline",2,3,3,6,14
"285","Yangon","West Yangon","AREA # 120409","Kamayut","MMR013041","Kamaryut","Kamayut",0,0,1,2,3
"286","Yangon","West Yangon","AREA # 120410","Mayangon","MMR013042","Mayangone","Mayangon",6,6,10,5,27
"287","Yangon","West Yangon","AREA # 120411","Dagon","MMR013043","Dagon","Dagon",0,0,1,0,1
"288","Yangon","West Yangon","AREA # 120412","Bahan","MMR013044","Bahan","Bahan",1,1,0,2,4
"289","Yangon","West Yangon","AREA # 120413","Seikkan","MMR013045","Seikkan","Seikkan",0,0,0,0,0
"290","Shan","Taunggyi","AREA # 130151","Kyauktalongyi(ST)","MMR014001","Taunggyi","Kyauktalongyi(ST)",0,1,4,3,8
"291","Shan","Taunggyi","AREA # 130101","Taunggyi","MMR014001","Taunggyi","Taunggyi",6,6,7,8,27
"292","Shan","Taunggyi","AREA # 130102","Nyaungshwe","MMR014002","Nyaungshwe","Nyaungshwe",7,2,2,5,16
"293","Shan","Taunggyi","AREA # 130103","Hopon","MMR014003","Hopong","Hopon",2,3,1,0,6
"294","Shan","Taunggyi","AREA # 130104","Hsihseng","MMR014004","Hsihseng","Hsihseng",4,8,3,1,16
"295","Shan","Taunggyi","AREA # 130105","Kalaw","MMR014005","Kalaw","Kalaw",2,6,6,6,20
"296","Shan","Taunggyi","AREA # 130106","Pindaya","MMR014006","Pindaya","Pindaya",3,1,1,2,7
"297","Shan","Taunggyi","AREA # 130107","Ywarngan","MMR014007","Ywangan","Ywarngan",1,1,2,2,6
"298","Shan","Taunggyi","AREA # 130152","Indaw(ST)","MMR014008","Lawksawk","Indaw(ST)",0,4,0,0,4
"299","Shan","Taunggyi","AREA # 130108","Yatsauk","MMR014008","Lawksawk","Yatsauk",3,2,4,4,13
"300","Shan","Taunggyi","AREA # 130153","Naungtayar(ST)","MMR014009","Pinlaung","Naungtayar(ST)",2,4,3,4,13
"301","Shan","Taunggyi","AREA # 130109","Pinlaung","MMR014009","Pinlaung","Pinlaung",2,5,3,2,12
"302","Shan","Taunggyi","AREA # 130110","Phekon","MMR014010","Pekon","Phekon",1,9,6,2,18
"303","Shan","Loilin","AREA # 130251","Panglong(ST)","MMR014011","Loilen","Panglong(ST)",0,2,0,3,5
"304","Shan","Loilin","AREA # 130201","Loilem","MMR014011","Loilen","Loilem",0,2,0,1,3
"305","Shan","Loilin","AREA # 130202","Le`char","MMR014012","Laihka","Le`char",1,1,1,1,4
"306","Shan","Loilin","AREA # 130252","Kholan(ST)","MMR014013","Nansang","Kholan(ST)",1,0,2,3,6
"307","Shan","Loilin","AREA # 130203","Nanhsam(South)","MMR014013","Nansang","Nanhsam(South)",2,3,0,2,7
"308","Shan","Loilin","AREA # 130253","Karli(ST)","MMR014014","Kunhing","Karli(ST)",0,0,0,0,0
"309","Shan","Loilin","AREA # 130204","Kunhing","MMR014014","Kunhing","Kunhing",0,0,0,1,1
"310","Shan","Loilin","AREA # 130254","Minenaung(ST)","MMR014015","Kyethi","Minenaung(ST)",1,1,0,0,2
"311","Shan","Loilin","AREA # 130205","Kehsi","MMR014015","Kyethi","Kehsi",0,1,1,2,4
"312","Shan","Loilin","AREA # 130206","Mongkai","MMR014016","Mongkaing","Mongkai",1,0,0,0,1
"313","Shan","Loilin","AREA # 130255","Minesan(Monsan)(ST)","MMR014017","Monghsu","Minesan(Monsan)(ST)",0,0,0,0,0
"314","Shan","Loilin","AREA # 130207","Mineshu","MMR014017","Monghsu","Mineshu",0,1,1,1,3
"315","Shan","Linkhe`","AREA # 130351","Homane(ST)","MMR014018","Langkho","Homane(ST)",0,0,2,0,2
"316","Shan","Linkhe`","AREA # 130301","Linkhe`","MMR014018","Langkho","Linkhe`",0,1,0,0,1
"317","Shan","Linkhe`","AREA # 130302","Mone`","MMR014019","Mongnai","Mone`",1,1,0,0,2
"318","Shan","Linkhe`","AREA # 130352","Kengtaung(ST)","MMR014019","Mongnai","Kengtaung(ST)",2,0,0,0,2
"319","Shan","Linkhe`","AREA # 130303","Maukme`","MMR014020","Mawkmai","Maukme`",2,0,0,1,3
"320","Shan","Linkhe`","AREA # 130304","Minepan","MMR014021","Mongpan","Minepan",1,0,0,1,2
"321","Shan","Lashio","AREA # 130401","Lashio","MMR015001","Lashio","Lashio",5,4,4,7,20
"322","Shan","Lashio","AREA # 130402","Theinni","MMR015002","Hseni","Theinni",0,1,0,1,2
"323","Shan","Lashio","AREA # 130403","Mineye`","MMR015003","Mongyai","Mineye`",2,2,2,0,6
"324","Shan","Lashio","AREA # 130404","Tantyan","MMR015004","Tangyan","Tantyan",3,2,2,6,13
"325","Shan","Makman","AREA # 131051","ManKan(ST)","MMR015005","Pangsang","Total",NA,NA,NA,NA,0
"326","Shan","Makman","AREA # 131002","Pan San(Pan Kham)","MMR015005","Pangsang","Pan San(Pan Kham)",1,1,3,0,5
"327","Shan","Makman","AREA # 131003","Naphang","MMR015006","Narphan","Naphang",0,6,3,2,11
"328","Shan","Hopan","AREA # 130903","Panwine","MMR015007","Pangwaun","Panwine",13,21,10,18,62
"329","Shan","Hopan","AREA # 130902","Minemaw","MMR015008","Mongmao","Minemaw",0,2,0,0,2
"330","Shan","Muse","AREA # 130553","Pansai(KyuKute)(ST)","MMR015009","Muse","Pansai(KyuKute)(ST)",0,1,0,0,1
"331","Shan","Muse","AREA # 130501","MuSe","MMR015009","Muse","MuSe",1,5,1,3,10
"332","Shan","Muse","AREA # 130552","Manhero(ST)","MMR015009","Muse","Total",NA,NA,NA,NA,0
"333","Shan","Muse","AREA # 130551","Monekoe(ST)","MMR015009","Muse","Monekoe(ST)",1,2,1,0,4
"334","Shan","Muse","AREA # 130502","Namkham","MMR015010","Namhkan","Namkham",2,4,0,1,7
"335","Shan","Muse","AREA # 130554","Tamoenye(ST)","MMR015011","Kutkai","Tamoenye(ST)",1,0,0,0,1
"336","Shan","Muse","AREA # 130503","Kukai","MMR015011","Kutkai","Kukai",1,5,1,1,8
"337","Shan","Kyukme","AREA # 130601","Kyukme","MMR015012","Kyaukme","Kyukme",1,3,3,5,12
"338","Shan","Kyukme","AREA # 130651","Minengaw(ST)","MMR015012","Kyaukme","Minengaw(ST)",0,0,0,0,0
"339","Shan","Kyukme","AREA # 130652","Minelon(ST)","MMR015012","Kyaukme","Minelon(ST)",0,0,0,1,1
"340","Shan","Kyukme","AREA # 130602","Naungkhio","MMR015013","Nawnghkio","Naungkhio",4,3,6,5,18
"341","Shan","Kyukme","AREA # 130603","Hsipaw","MMR015014","Hsipaw","Hsipaw",4,4,5,0,13
"342","Shan","Kyukme","AREA # 130604","Namtu","MMR015015","Namtu","Namtu",2,5,0,3,10
"343","Shan","Kyukme","AREA # 130605","Namsan(North)","MMR015016","Namhsan","Namsan(North)",1,0,1,1,3
"344","Shan","Minesat","AREA # 130606","Momeik","MMR015017","Mongmit","Momeik",4,1,3,5,13
"345","Shan","Minesat","AREA # 130607","Mabane","MMR015018","Mabein","Mabane",3,1,4,4,12
"346","Shan","Kyukme","AREA # 130608","Manton","MMR015019","Manton","Manton",2,2,1,0,5
"347","Shan","Lashio","AREA # 130701","Kunlon","MMR015020","Kunlong","Kunlon",0,2,1,0,3
"348","Shan","Hopan","AREA # 130901","Hopan","MMR015021","Hopang","Hopan",0,0,1,1,2
"349","Shan","Hopan","AREA # 130952","Panlon(ST)","MMR015021","Hopang","Panlon(ST)",0,0,0,0,0
"350","Shan","Laukine","AREA # 130851","Chinshwehaw(ST)","MMR015022","Laukkaing","Chinshwehaw(ST)",0,0,0,0,0
"351","Shan","Laukine","AREA # 130801","Laukine","MMR015022","Laukkaing","Laukine",3,4,1,1,9
"352","Shan","Laukine","AREA # 130802","Kongyan","MMR015023","Konkyan","Kongyan",0,0,1,0,1
"353","Shan","Laukine","AREA # 130852","Mawhtike(ST)","MMR015023","Konkyan","Mawhtike(ST)",1,1,1,0,3
"354","Shan","Makman","AREA # 131001","Makman","MMR015024","Matman","Makman",0,1,1,0,2
"355","Shan","Kengtung","AREA # 131101","Kengtung","MMR016001","Kengtung","Kengtung",1,2,5,4,12
"356","Shan","Kengtung","AREA # 131102","Minekat","MMR016002","Mongkhet","Minekat",0,0,1,0,1
"357","Shan","Kengtung","AREA # 131151","Mine Pauk(ST)","MMR016003","Mongyang","Mine Pauk(ST)",0,0,0,0,0
"358","Shan","Kengtung","AREA # 131103","Mineyan","MMR016003","Mongyang","Mineyan",0,0,0,0,0
"359","Shan","Kengtung","AREA # 131104","Minelar","MMR016005","Mongla","Minelar",0,0,0,0,0
"360","Shan","Minephyat","AREA # 131201","Minesat","MMR016006","Monghsat","Minesat",0,2,1,2,5
"361","Shan","Minephyat","AREA # 131251","Minekoke(ST)","MMR016006","Monghsat","Minekoke(ST)",0,1,0,0,1
"362","Shan","Kengtung","AREA # 131202","Minepyin","MMR016007","Mongping","Minepyin",1,2,1,2,6
"363","Shan","Kengtung","AREA # 131252","Tontar(ST)","MMR016007","Mongping","Tontar(ST)",0,0,0,0,0
"364","Shan","Minephyat","AREA # 131253","Ponparkyin(ST)","MMR016008","Mongton","Ponparkyin(ST)",1,1,1,0,3
"365","Shan","Minephyat","AREA # 131203","Minetung","MMR016008","Mongton","Minetung",0,1,0,2,3
"366","Shan","Minephyat","AREA # 131254","Monehta(ST)","MMR016008","Mongton","Monehta(ST)",0,0,0,0,0
"367","Shan","Tachileik","AREA # 131351","Talay(ST)","MMR016009","Tachileik","Talay(ST)",0,1,1,2,4
"368","Shan","Tachileik","AREA # 131301","Tachileik","MMR016009","Tachileik","Tachileik",3,2,2,2,9
"369","Shan","Tachileik","AREA # 131352","Kenglat(ST)","MMR016009","Tachileik","Kenglat(ST)",0,0,0,0,0
"370","Shan","Tachileik","AREA # 131401","Minephyat","MMR016010","Monghpyak","Minephyat",2,0,0,1,3
"371","Shan","Tachileik","AREA # 131451","Mineyu(ST)","MMR016011","Mongyawng","Mineyu(ST)",1,1,2,1,5
"372","Shan","Tachileik","AREA # 131402","Mineyaung","MMR016011","Mongyawng","Mineyaung",0,0,0,0,0
"373","Ayeyawady","Pathein","AREA # 140105","Pathein","MMR017001","Pathein","Pathein",9,12,13,13,47
"374","Ayeyawady","Pathein","AREA # 140154","Ngwehsaung(ST)","MMR017001","Pathein","Ngwehsaung(ST)",3,1,2,1,7
"375","Ayeyawady","Pathein","AREA # 140153","Shwethaungyan(ST)","MMR017001","Pathein","Shwethaungyan(ST)",1,5,1,0,7
"376","Ayeyawady","Pathein","AREA # 140101","Kangyidaunt","MMR017002","Kangyidaunt","Kangyidaunt",4,9,6,5,24
"377","Ayeyawady","Pathein","AREA # 140107","Thapaung","MMR017003","Thabaung","Thapaung",7,6,5,10,28
"378","Ayeyawady","Pathein","AREA # 140152","Hainggyikyun(ST)","MMR017004","Ngapudaw","Hainggyikyun(ST)",6,5,3,3,17
"379","Ayeyawady","Pathein","AREA # 140151","Ngayokaung(ST)","MMR017004","Ngapudaw","Ngayokaung(ST)",0,1,2,1,4
"380","Ayeyawady","Pathein","AREA # 140104","Ngaputaw","MMR017004","Ngapudaw","Ngaputaw",11,5,4,4,24
"381","Ayeyawady","Pathein","AREA # 140103","Kyonpyaw","MMR017005","Kyonpyaw","Kyonpyaw",6,9,8,10,33
"382","Ayeyawady","Pathein","AREA # 140106","Yekyi","MMR017006","Yegyi","Yekyi",4,6,7,4,21
"383","Ayeyawady","Pathein","AREA # 140155","Ngathaingchaung(ST)","MMR017006","Yegyi","Ngathaingchaung(ST)",0,4,0,3,7
"384","Ayeyawady","Pathein","AREA # 140102","Kyaungon","MMR017007","Kyaunggon","Kyaungon",3,4,9,6,22
"385","Ayeyawady","Hinthada","AREA # 140605","Hinthada","MMR017008","Hinthada","Hinthada",16,10,16,14,56
"386","Ayeyawady","Hinthada","AREA # 140602","Zalun","MMR017009","Zalun","Zalun",4,9,5,5,23
"387","Ayeyawady","Hinthada","AREA # 140604","Laymyethna","MMR017010","Lemyethna","Laymyethna",3,6,4,4,17
"388","Ayeyawady","Hinthada","AREA # 140603","Myanaung","MMR017011","Myanaung","Myanaung",5,6,12,4,27
"389","Ayeyawady","Hinthada","AREA # 140601","Kyangin","MMR017012","Kyangin","Kyangin",2,0,1,2,5
"390","Ayeyawady","Hinthada","AREA # 140606","Ingapu","MMR017013","Ingapu","Ingapu",5,3,14,9,31
"391","Ayeyawady","Myaungmya","AREA # 140401","Myaungmya","MMR017014","Myaungmya","Myaungmya",9,10,16,24,59
"392","Ayeyawady","Myaungmya","AREA # 140403","Einme","MMR017015","Einme","Einme",8,10,10,7,35
"393","Ayeyawady","Laputta","AREA # 140551","Pyinsalu(ST)","MMR017016","Labutta","Pyinsalu(ST)",2,2,3,3,10
"394","Ayeyawady","Laputta","AREA # 140502","Labutta","MMR017016","Labutta","Labutta",7,10,8,3,28
"395","Ayeyawady","Myaungmya","AREA # 140402","Wakema","MMR017017","Wakema","Wakema",9,15,10,10,44
"396","Ayeyawady","Laputta","AREA # 140501","Mawlamyinegyun","MMR017018","Mawlamyinegyun","Mawlamyinegyun",13,17,16,10,56
"397","Ayeyawady","Maubin","AREA # 140304","Maubin","MMR017019","Maubin","Maubin",9,15,5,12,41
"398","Ayeyawady","Maubin","AREA # 140303","Pantanaw","MMR017020","Pantanaw","Pantanaw",7,8,6,7,28
"399","Ayeyawady","Maubin","AREA # 140301","Nyaungdon","MMR017021","Nyaungdon","Nyaungdon",7,12,8,9,36
"400","Ayeyawady","Maubin","AREA # 140302","Danubyu","MMR017022","Danubyu","Danubyu",7,5,6,5,23
"401","Ayeyawady","Phyapon","AREA # 140203","Phyapon","MMR017023","Pyapon","Phyapon",7,4,5,8,24
"402","Ayeyawady","Phyapon","AREA # 140251","Ahmar(ST)","MMR017023","Pyapon","Ahmar(ST)",6,5,8,9,28
"403","Ayeyawady","Phyapon","AREA # 140204","Bogale","MMR017024","Bogale","Bogale",16,17,19,16,68
"404","Ayeyawady","Phyapon","AREA # 140201","Kyaiklatt","MMR017025","Kyaiklat","Kyaiklatt",10,11,7,3,31
"405","Ayeyawady","Phyapon","AREA # 140202","Daydaye","MMR017026","Dedaye","Daydaye",3,4,7,9,23
"406","Nay Pyi Taw","Ottara(North)","AREA # 150102","Zeyarthiri","MMR018001","Zay Yar Thi Ri","Zeyarthiri",7,5,2,1,15
"407","Nay Pyi Taw","Dekkhina(South)","AREA # 150203","Zabuthiri","MMR018002","Za Bu Thi Ri","Zabuthiri",2,2,4,1,9
"408","Nay Pyi Taw","Ottara(North)","AREA # 150101","Tatkon","MMR018003","Tatkon","Tatkon",5,7,2,5,19
"409","Nay Pyi Taw","Dekkhina(South)","AREA # 150204","Dekkhinathiri","MMR018004","Det Khi Na Thi Ri","Total",NA,NA,NA,NA,0
"410","Nay Pyi Taw","Ottara(North)","AREA # 150104","Pobbathiri","MMR018005","Poke Ba Thi Ri","Pobbathiri",0,3,3,5,11
"411","Nay Pyi Taw","Dekkhina(South)","AREA # 150201","Pyinmana","MMR018006","Pyinmana","Pyinmana",3,10,10,9,32
"412","Nay Pyi Taw","Dekkhina(South)","AREA # 150202","Lewe","MMR018007","Lewe","Lewe",8,7,13,5,33
"413","Nay Pyi Taw","Ottara(North)","AREA # 150103","Ottarathiri","MMR018008","Oke Ta Ra Thi Ri","Ottarathiri",3,1,1,2,7
"414","","","","","","","Total",1297,1530,1483,1421,5731
