"","country","year","admin1","admin2","vaccine_name","target_define","doses","target_number"
"954","GHA",2018,"Volta","North Dayi","DTP3","SURVIVING_INFANT",2540,2887
"955","GHA",2018,"Volta","North Dayi","BCG","LIVE_BIRTH",2303,2935
"956","GHA",2018,"Volta","North Tongu","DTP1","SURVIVING_INFANT",4868,5171
"957","GHA",2018,"Volta","North Tongu","YFV","SURVIVING_INFANT",5022,5171
"958","GHA",2018,"Volta","North Tongu","DTP3","SURVIVING_INFANT",5112,5171
"959","GHA",2018,"Volta","North Tongu","MCV1","SURVIVING_INFANT",5249,5171
"960","GHA",2018,"Volta","North Tongu","BCG","LIVE_BIRTH",6969,5278
"961","GHA",2018,"Volta","South Dayi","MCV1","SURVIVING_INFANT",2839,3185
"962","GHA",2018,"Volta","South Dayi","YFV","SURVIVING_INFANT",2842,3185
"963","GHA",2018,"Volta","South Dayi","DTP1","SURVIVING_INFANT",2995,3185
"964","GHA",2018,"Volta","South Dayi","DTP3","SURVIVING_INFANT",3001,3185
"965","GHA",2018,"Volta","South Dayi","BCG","LIVE_BIRTH",3333,3241
"966","GHA",2018,"Volta","South Tongu","MCV1","SURVIVING_INFANT",3915,5171
"967","GHA",2018,"Volta","South Tongu","YFV","SURVIVING_INFANT",3944,5171
"968","GHA",2018,"Volta","South Tongu","DTP1","SURVIVING_INFANT",4344,5171
"969","GHA",2018,"Volta","South Tongu","DTP3","SURVIVING_INFANT",4455,5171
"970","GHA",2018,"Volta","South Tongu","BCG","LIVE_BIRTH",4580,5278
"971","GHA",2018,"Western","Ahanta West","YFV","SURVIVING_INFANT",6182,6306
"972","GHA",2018,"Western","Ahanta West","MCV1","SURVIVING_INFANT",6360,6306
"973","GHA",2018,"Western","Ahanta West","DTP3","SURVIVING_INFANT",6361,6306
"974","GHA",2018,"Western","Ahanta West","DTP1","SURVIVING_INFANT",6461,6306
"975","GHA",2018,"Western","Ahanta West","BCG","LIVE_BIRTH",6428,6442
"976","GHA",2018,"Western","Aowin","YFV","SURVIVING_INFANT",5979,6896
"977","GHA",2018,"Western","Aowin","DTP1","SURVIVING_INFANT",6177,6896
"978","GHA",2018,"Western","Aowin","DTP3","SURVIVING_INFANT",6213,6896
"979","GHA",2018,"Western","Aowin","MCV1","SURVIVING_INFANT",6221,6896
"980","GHA",2018,"Western","Aowin","BCG","LIVE_BIRTH",6502,7047
"981","GHA",2018,"Western","Bia East","MCV1","SURVIVING_INFANT",3091,2415
"982","GHA",2018,"Western","Bia East","YFV","SURVIVING_INFANT",3091,2415
"983","GHA",2018,"Western","Bia East","DTP1","SURVIVING_INFANT",3361,2415
"984","GHA",2018,"Western","Bia East","DTP3","SURVIVING_INFANT",3409,2415
"985","GHA",2018,"Western","Bia East","BCG","LIVE_BIRTH",2955,2451
"986","GHA",2018,"Western","Bia West","YFV","SURVIVING_INFANT",5133,5245
"987","GHA",2018,"Western","Bia West","DTP1","SURVIVING_INFANT",5150,5245
"988","GHA",2018,"Western","Bia West","MCV1","SURVIVING_INFANT",5169,5245
"989","GHA",2018,"Western","Bia West","DTP3","SURVIVING_INFANT",5180,5245
"990","GHA",2018,"Western","Bia West","BCG","LIVE_BIRTH",5311,5354
"991","GHA",2018,"Western","Bibiani-Anhwiaso-Bekwai","MCV1","SURVIVING_INFANT",5453,7131
"992","GHA",2018,"Western","Bibiani-Anhwiaso-Bekwai","YFV","SURVIVING_INFANT",5454,7131
"993","GHA",2018,"Western","Bibiani-Anhwiaso-Bekwai","DTP3","SURVIVING_INFANT",6105,7131
"994","GHA",2018,"Western","Bibiani-Anhwiaso-Bekwai","DTP1","SURVIVING_INFANT",6385,7131
"995","GHA",2018,"Western","Bibiani-Anhwiaso-Bekwai","BCG","LIVE_BIRTH",6939,7289
"996","GHA",2018,"Western","Bodi","DTP1","SURVIVING_INFANT",3407,3594
"997","GHA",2018,"Western","Bodi","DTP3","SURVIVING_INFANT",3414,3594
"998","GHA",2018,"Western","Bodi","MCV1","SURVIVING_INFANT",3438,3594
"999","GHA",2018,"Western","Bodi","YFV","SURVIVING_INFANT",3447,3594
"1000","GHA",2018,"Western","Bodi","BCG","LIVE_BIRTH",3140,3661
"1001","GHA",2018,"Western","Ellembelle","YFV","SURVIVING_INFANT",4429,5363
"1002","GHA",2018,"Western","Ellembelle","DTP1","SURVIVING_INFANT",4718,5363
"1003","GHA",2018,"Western","Ellembelle","MCV1","SURVIVING_INFANT",4819,5363
"1004","GHA",2018,"Western","Ellembelle","DTP3","SURVIVING_INFANT",4875,5363
"1005","GHA",2018,"Western","Ellembelle","BCG","LIVE_BIRTH",5960,5475
"1006","GHA",2018,"Western","Jomoro","YFV","SURVIVING_INFANT",5309,8427
"1007","GHA",2018,"Western","Jomoro","MCV1","SURVIVING_INFANT",5723,8427
"1008","GHA",2018,"Western","Jomoro","DTP1","SURVIVING_INFANT",6374,8427
"1009","GHA",2018,"Western","Jomoro","DTP3","SURVIVING_INFANT",6646,8427
"1010","GHA",2018,"Western","Jomoro","BCG","LIVE_BIRTH",5413,8617
"1011","GHA",2018,"Western","Juabeso","DTP1","SURVIVING_INFANT",4034,3948
"1012","GHA",2018,"Western","Juabeso","DTP3","SURVIVING_INFANT",4039,3948
"1013","GHA",2018,"Western","Juabeso","YFV","SURVIVING_INFANT",4363,3948
"1014","GHA",2018,"Western","Juabeso","MCV1","SURVIVING_INFANT",4410,3948
"1015","GHA",2018,"Western","Juabeso","BCG","LIVE_BIRTH",4697,4024
"1016","GHA",2018,"Western","Mpohor","YFV","SURVIVING_INFANT",3119,3122
"1017","GHA",2018,"Western","Mpohor","MCV1","SURVIVING_INFANT",3121,3122
"1018","GHA",2018,"Western","Mpohor","DTP1","SURVIVING_INFANT",3166,3122
"1019","GHA",2018,"Western","Mpohor","DTP3","SURVIVING_INFANT",3398,3122
"1020","GHA",2018,"Western","Mpohor","BCG","LIVE_BIRTH",2802,3177
"1021","GHA",2018,"Western","Nzema East","YFV","SURVIVING_INFANT",4051,4068
"1022","GHA",2018,"Western","Nzema East","MCV1","SURVIVING_INFANT",4094,4068
"1023","GHA",2018,"Western","Nzema East","DTP1","SURVIVING_INFANT",4192,4068
"1024","GHA",2018,"Western","Nzema East","DTP3","SURVIVING_INFANT",4445,4068
"1025","GHA",2018,"Western","Nzema East","BCG","LIVE_BIRTH",4219,4147
"1026","GHA",2018,"Western","Prestea-Huni Valley","YFV","SURVIVING_INFANT",8701,8901
"1027","GHA",2018,"Western","Prestea-Huni Valley","MCV1","SURVIVING_INFANT",9795,8901
"1028","GHA",2018,"Western","Prestea-Huni Valley","DTP3","SURVIVING_INFANT",10889,8901
"1029","GHA",2018,"Western","Prestea-Huni Valley","DTP1","SURVIVING_INFANT",11361,8901
"1030","GHA",2018,"Western","Prestea-Huni Valley","BCG","LIVE_BIRTH",9759,9103
"1031","GHA",2018,"Western","Sefwi-Akontombra","YFV","SURVIVING_INFANT",3589,5127
"1032","GHA",2018,"Western","Sefwi-Akontombra","MCV1","SURVIVING_INFANT",3606,5127
"1033","GHA",2018,"Western","Sefwi-Akontombra","DTP1","SURVIVING_INFANT",4155,5127
"1034","GHA",2018,"Western","Sefwi-Akontombra","DTP3","SURVIVING_INFANT",4201,5127
"1035","GHA",2018,"Western","Sefwi-Akontombra","BCG","LIVE_BIRTH",3427,5233
"1036","GHA",2018,"Western","Sefwi-Wiawso","MCV1","SURVIVING_INFANT",6255,7957
"1037","GHA",2018,"Western","Sefwi-Wiawso","YFV","SURVIVING_INFANT",6263,7957
"1038","GHA",2018,"Western","Sefwi-Wiawso","DTP3","SURVIVING_INFANT",7530,7957
"1039","GHA",2018,"Western","Sefwi-Wiawso","DTP1","SURVIVING_INFANT",8178,7957
"1040","GHA",2018,"Western","Sefwi-Wiawso","BCG","LIVE_BIRTH",8141,8135
"1041","GHA",2018,"Western","Sekondi-Takoradi","YFV","SURVIVING_INFANT",14415,28710
"1042","GHA",2018,"Western","Sekondi-Takoradi","MCV1","SURVIVING_INFANT",14906,28710
"1043","GHA",2018,"Western","Sekondi-Takoradi","DTP1","SURVIVING_INFANT",17137,28710
"1044","GHA",2018,"Western","Sekondi-Takoradi","DTP3","SURVIVING_INFANT",17274,28710
"1045","GHA",2018,"Western","Sekondi-Takoradi","BCG","LIVE_BIRTH",16210,29421
"1046","GHA",2018,"Western","Shama","YFV","SURVIVING_INFANT",5088,5010
"1047","GHA",2018,"Western","Shama","MCV1","SURVIVING_INFANT",5094,5010
"1048","GHA",2018,"Western","Shama","DTP3","SURVIVING_INFANT",5437,5010
"1049","GHA",2018,"Western","Shama","DTP1","SURVIVING_INFANT",5464,5010
"1050","GHA",2018,"Western","Shama","BCG","LIVE_BIRTH",5078,5112
"1051","GHA",2018,"Western","Suaman","YFV","SURVIVING_INFANT",1908,2061
"1052","GHA",2018,"Western","Suaman","MCV1","SURVIVING_INFANT",1969,2061
"1053","GHA",2018,"Western","Suaman","DTP1","SURVIVING_INFANT",1983,2061
"1054","GHA",2018,"Western","Suaman","DTP3","SURVIVING_INFANT",2007,2061
"1055","GHA",2018,"Western","Suaman","BCG","LIVE_BIRTH",1994,2088
"1056","GHA",2018,"Western","Tarkwa-Nsuaem","DTP1","SURVIVING_INFANT",7854,5481
"1057","GHA",2018,"Western","Tarkwa-Nsuaem","DTP3","SURVIVING_INFANT",7887,5481
"1058","GHA",2018,"Western","Tarkwa-Nsuaem","MCV1","SURVIVING_INFANT",7938,5481
"1059","GHA",2018,"Western","Tarkwa-Nsuaem","YFV","SURVIVING_INFANT",8205,5481
"1060","GHA",2018,"Western","Tarkwa-Nsuaem","BCG","LIVE_BIRTH",9891,5596
"1061","GHA",2018,"Western","Wassa East","MCV1","SURVIVING_INFANT",4902,5009
"1062","GHA",2018,"Western","Wassa East","YFV","SURVIVING_INFANT",4904,5009
"1063","GHA",2018,"Western","Wassa East","DTP1","SURVIVING_INFANT",5136,5009
"1064","GHA",2018,"Western","Wassa East","DTP3","SURVIVING_INFANT",5329,5009
"1065","GHA",2018,"Western","Wassa East","BCG","LIVE_BIRTH",4922,5112
"1066","GHA",2018,"Western","Wassa-Amenfi Central","DTP3","SURVIVING_INFANT",4587,4420
"1067","GHA",2018,"Western","Wassa-Amenfi Central","DTP1","SURVIVING_INFANT",4617,4420
"1068","GHA",2018,"Western","Wassa-Amenfi Central","MCV1","SURVIVING_INFANT",4631,4420
"1069","GHA",2018,"Western","Wassa-Amenfi Central","YFV","SURVIVING_INFANT",4825,4420
"1070","GHA",2018,"Western","Wassa-Amenfi Central","BCG","LIVE_BIRTH",4915,4507
"1071","GHA",2018,"Western","Wassa-Amenfi East","YFV","SURVIVING_INFANT",5247,5127
"1072","GHA",2018,"Western","Wassa-Amenfi East","DTP3","SURVIVING_INFANT",5613,5127
"1073","GHA",2018,"Western","Wassa-Amenfi East","MCV1","SURVIVING_INFANT",5667,5127
"1074","GHA",2018,"Western","Wassa-Amenfi East","DTP1","SURVIVING_INFANT",5787,5127
"1075","GHA",2018,"Western","Wassa-Amenfi East","BCG","LIVE_BIRTH",6257,5233
"1076","GHA",2018,"Western","Wassa-Amenfi West","YFV","SURVIVING_INFANT",5954,5599
"1077","GHA",2018,"Western","Wassa-Amenfi West","MCV1","SURVIVING_INFANT",6100,5599
"1078","GHA",2018,"Western","Wassa-Amenfi West","DTP1","SURVIVING_INFANT",6165,5599
"1079","GHA",2018,"Western","Wassa-Amenfi West","DTP3","SURVIVING_INFANT",6371,5599
"1080","GHA",2018,"Western","Wassa-Amenfi West","BCG","LIVE_BIRTH",7149,5717
"1081","GHA",2019,"Ahafo","Asunafo North","DTP3","SURVIVING_INFANT",7284,7015
"1082","GHA",2019,"Ahafo","Asunafo North","DTP1","SURVIVING_INFANT",7662,7015
"1083","GHA",2019,"Ahafo","Asunafo North","YFV","SURVIVING_INFANT",7706,7015
"1084","GHA",2019,"Ahafo","Asunafo North","MCV1","SURVIVING_INFANT",7736,7015
"1085","GHA",2019,"Ahafo","Asunafo North","BCG","LIVE_BIRTH",9892,7169
"1086","GHA",2019,"Ashanti","Afigya Kwabre North","MCV1","SURVIVING_INFANT",3235,3411
"1087","GHA",2019,"Ashanti","Afigya Kwabre North","YFV","SURVIVING_INFANT",3238,3411
"1088","GHA",2019,"Ashanti","Afigya Kwabre North","DTP1","SURVIVING_INFANT",3536,3411
"1089","GHA",2019,"Ashanti","Afigya Kwabre North","DTP3","SURVIVING_INFANT",3573,3411
"1090","GHA",2019,"Ashanti","Afigya Kwabre North","BCG","LIVE_BIRTH",2732,3473
"1091","GHA",2019,"Ashanti","Afigya Kwabre South","MCV1","SURVIVING_INFANT",7298,4940
"1092","GHA",2019,"Ashanti","Afigya Kwabre South","DTP1","SURVIVING_INFANT",7445,4940
"1093","GHA",2019,"Ashanti","Afigya Kwabre South","YFV","SURVIVING_INFANT",7492,4940
"1094","GHA",2019,"Ashanti","Afigya Kwabre South","DTP3","SURVIVING_INFANT",7614,4940
"1095","GHA",2019,"Ashanti","Afigya Kwabre South","BCG","LIVE_BIRTH",6568,5041
"1096","GHA",2019,"Ahafo","Asunafo South","MCV1","SURVIVING_INFANT",5722,5567
"1097","GHA",2019,"Ahafo","Asunafo South","YFV","SURVIVING_INFANT",5722,5567
"1098","GHA",2019,"Ahafo","Asunafo South","DTP3","SURVIVING_INFANT",5783,5567
"1099","GHA",2019,"Ahafo","Asunafo South","DTP1","SURVIVING_INFANT",5887,5567
"1100","GHA",2019,"Ahafo","Asunafo South","BCG","LIVE_BIRTH",6049,5684
"1101","GHA",2019,"Ahafo","Asutifi North","MCV1","SURVIVING_INFANT",3557,3564
"1102","GHA",2019,"Ahafo","Asutifi North","YFV","SURVIVING_INFANT",3557,3564
"1103","GHA",2019,"Ahafo","Asutifi North","DTP3","SURVIVING_INFANT",3693,3564
"1104","GHA",2019,"Ahafo","Asutifi North","DTP1","SURVIVING_INFANT",3711,3564
"1105","GHA",2019,"Ahafo","Asutifi North","BCG","LIVE_BIRTH",3693,3630
"1106","GHA",2019,"Ahafo","Asutifi South","DTP3","SURVIVING_INFANT",4024,3562
"1107","GHA",2019,"Ahafo","Asutifi South","DTP1","SURVIVING_INFANT",4128,3562
"1108","GHA",2019,"Ahafo","Asutifi South","YFV","SURVIVING_INFANT",4231,3562
"1109","GHA",2019,"Ahafo","Asutifi South","MCV1","SURVIVING_INFANT",4302,3562
"1110","GHA",2019,"Ahafo","Asutifi South","BCG","LIVE_BIRTH",5658,3628
"1111","GHA",2019,"Ahafo","Tano North","YFV","SURVIVING_INFANT",5167,4899
"1112","GHA",2019,"Ahafo","Tano North","MCV1","SURVIVING_INFANT",5174,4899
"1113","GHA",2019,"Ahafo","Tano North","DTP3","SURVIVING_INFANT",5192,4899
"1114","GHA",2019,"Ahafo","Tano North","DTP1","SURVIVING_INFANT",5564,4899
"1115","GHA",2019,"Ahafo","Tano North","BCG","LIVE_BIRTH",4708,4999
"1116","GHA",2019,"Ahafo","Tano South","YFV","SURVIVING_INFANT",4553,4787
"1117","GHA",2019,"Ahafo","Tano South","MCV1","SURVIVING_INFANT",4579,4787
"1118","GHA",2019,"Ahafo","Tano South","DTP3","SURVIVING_INFANT",4738,4787
"1119","GHA",2019,"Ahafo","Tano South","DTP1","SURVIVING_INFANT",4802,4787
"1120","GHA",2019,"Ahafo","Tano South","BCG","LIVE_BIRTH",4517,4884
"1121","GHA",2019,"Ashanti","Adansi Akrofuom","YFV","SURVIVING_INFANT",2231,2682
"1122","GHA",2019,"Ashanti","Adansi Akrofuom","MCV1","SURVIVING_INFANT",2233,2682
"1123","GHA",2019,"Ashanti","Adansi Akrofuom","DTP1","SURVIVING_INFANT",2362,2682
"1124","GHA",2019,"Ashanti","Adansi Akrofuom","DTP3","SURVIVING_INFANT",2377,2682
"1125","GHA",2019,"Ashanti","Adansi Akrofuom","BCG","LIVE_BIRTH",2105,2725
"1126","GHA",2019,"Ashanti","Adansi Asokwa","MCV1","SURVIVING_INFANT",4107,3921
"1127","GHA",2019,"Ashanti","Adansi Asokwa","YFV","SURVIVING_INFANT",4107,3921
"1128","GHA",2019,"Ashanti","Adansi Asokwa","DTP1","SURVIVING_INFANT",4127,3921
"1129","GHA",2019,"Ashanti","Adansi Asokwa","DTP3","SURVIVING_INFANT",4146,3921
"1130","GHA",2019,"Ashanti","Adansi Asokwa","BCG","LIVE_BIRTH",4238,3996
"1131","GHA",2019,"Ashanti","Adansi North","MCV1","SURVIVING_INFANT",3014,3069
"1132","GHA",2019,"Ashanti","Adansi North","YFV","SURVIVING_INFANT",3014,3069
"1133","GHA",2019,"Ashanti","Adansi North","DTP1","SURVIVING_INFANT",3106,3069
"1134","GHA",2019,"Ashanti","Adansi North","DTP3","SURVIVING_INFANT",3129,3069
"1135","GHA",2019,"Ashanti","Adansi North","BCG","LIVE_BIRTH",3388,3122
"1136","GHA",2019,"Ashanti","Adansi South","MCV1","SURVIVING_INFANT",3925,4762
"1137","GHA",2019,"Ashanti","Adansi South","YFV","SURVIVING_INFANT",3925,4762
"1138","GHA",2019,"Ashanti","Adansi South","DTP1","SURVIVING_INFANT",4532,4762
"1139","GHA",2019,"Ashanti","Adansi South","DTP3","SURVIVING_INFANT",4572,4762
"1140","GHA",2019,"Ashanti","Adansi South","BCG","LIVE_BIRTH",4670,4858
"1141","GHA",2019,"Ashanti","Ahafo Ano North","YFV","SURVIVING_INFANT",5183,5536
"1142","GHA",2019,"Ashanti","Ahafo Ano North","MCV1","SURVIVING_INFANT",5274,5536
"1143","GHA",2019,"Ashanti","Ahafo Ano North","DTP3","SURVIVING_INFANT",5459,5536
"1144","GHA",2019,"Ashanti","Ahafo Ano North","DTP1","SURVIVING_INFANT",5802,5536
"1145","GHA",2019,"Ashanti","Ahafo Ano North","BCG","LIVE_BIRTH",5585,5653
"1146","GHA",2019,"Ashanti","Ahafo Ano South East","MCV1","SURVIVING_INFANT",3836,3729
"1147","GHA",2019,"Ashanti","Ahafo Ano South East","YFV","SURVIVING_INFANT",3836,3729
"1148","GHA",2019,"Ashanti","Ahafo Ano South East","DTP3","SURVIVING_INFANT",3917,3729
"1149","GHA",2019,"Ashanti","Ahafo Ano South East","DTP1","SURVIVING_INFANT",4001,3729
"1150","GHA",2019,"Ashanti","Ahafo Ano South East","BCG","LIVE_BIRTH",3861,3799
"1151","GHA",2019,"Ashanti","Ahafo Ano South West","DTP3","SURVIVING_INFANT",3994,3942
"1152","GHA",2019,"Ashanti","Ahafo Ano South West","YFV","SURVIVING_INFANT",4023,3942
"1153","GHA",2019,"Ashanti","Ahafo Ano South West","MCV1","SURVIVING_INFANT",4033,3942
"1154","GHA",2019,"Ashanti","Ahafo Ano South West","DTP1","SURVIVING_INFANT",4192,3942
"1155","GHA",2019,"Ashanti","Ahafo Ano South West","BCG","LIVE_BIRTH",4305,4017
"1156","GHA",2019,"Ashanti","Amansie Central","MCV1","SURVIVING_INFANT",5125,5316
"1157","GHA",2019,"Ashanti","Amansie Central","YFV","SURVIVING_INFANT",5125,5316
"1158","GHA",2019,"Ashanti","Amansie Central","DTP3","SURVIVING_INFANT",5587,5316
"1159","GHA",2019,"Ashanti","Amansie Central","DTP1","SURVIVING_INFANT",5628,5316
"1160","GHA",2019,"Ashanti","Amansie Central","BCG","LIVE_BIRTH",4996,5427
"1161","GHA",2019,"Ashanti","Amansie South","YFV","SURVIVING_INFANT",4600,4328
"1162","GHA",2019,"Ashanti","Amansie South","MCV1","SURVIVING_INFANT",4610,4328
"1163","GHA",2019,"Ashanti","Amansie South","DTP1","SURVIVING_INFANT",4717,4328
"1164","GHA",2019,"Ashanti","Amansie South","DTP3","SURVIVING_INFANT",4826,4328
"1165","GHA",2019,"Ashanti","Amansie South","BCG","LIVE_BIRTH",5702,4413
"1166","GHA",2019,"Ashanti","Amansie West","YFV","SURVIVING_INFANT",4645,4023
"1167","GHA",2019,"Ashanti","Amansie West","MCV1","SURVIVING_INFANT",4647,4023
"1168","GHA",2019,"Ashanti","Amansie West","DTP3","SURVIVING_INFANT",4866,4023
"1169","GHA",2019,"Ashanti","Amansie West","DTP1","SURVIVING_INFANT",4940,4023
"1170","GHA",2019,"Ashanti","Amansie West","BCG","LIVE_BIRTH",4422,4101
"1171","GHA",2019,"Ashanti","Asante Akim Central","YFV","SURVIVING_INFANT",4030,4402
"1172","GHA",2019,"Ashanti","Asante Akim Central","MCV1","SURVIVING_INFANT",4054,4402
"1173","GHA",2019,"Ashanti","Asante Akim Central","DTP3","SURVIVING_INFANT",4414,4402
"1174","GHA",2019,"Ashanti","Asante Akim Central","DTP1","SURVIVING_INFANT",4424,4402
"1175","GHA",2019,"Ashanti","Asante Akim Central","BCG","LIVE_BIRTH",4071,4490
"1176","GHA",2019,"Ashanti","Asante Akim North","YFV","SURVIVING_INFANT",4752,4175
"1177","GHA",2019,"Ashanti","Asante Akim North","MCV1","SURVIVING_INFANT",4763,4175
"1178","GHA",2019,"Ashanti","Asante Akim North","DTP3","SURVIVING_INFANT",5380,4175
"1179","GHA",2019,"Ashanti","Asante Akim North","DTP1","SURVIVING_INFANT",5486,4175
"1180","GHA",2019,"Ashanti","Asante Akim North","BCG","LIVE_BIRTH",5936,4257
"1181","GHA",2019,"Ashanti","Asante Akim South","MCV1","SURVIVING_INFANT",5737,6670
"1182","GHA",2019,"Ashanti","Asante Akim South","YFV","SURVIVING_INFANT",5759,6670
"1183","GHA",2019,"Ashanti","Asante Akim South","DTP1","SURVIVING_INFANT",6043,6670
"1184","GHA",2019,"Ashanti","Asante Akim South","DTP3","SURVIVING_INFANT",6085,6670
"1185","GHA",2019,"Ashanti","Asante Akim South","BCG","LIVE_BIRTH",6244,6816
"1186","GHA",2019,"Ashanti","Asante Mampong","YFV","SURVIVING_INFANT",4207,5083
"1187","GHA",2019,"Ashanti","Asante Mampong","MCV1","SURVIVING_INFANT",4213,5083
"1188","GHA",2019,"Ashanti","Asante Mampong","DTP3","SURVIVING_INFANT",4246,5083
"1189","GHA",2019,"Ashanti","Asante Mampong","DTP1","SURVIVING_INFANT",4405,5083
"1190","GHA",2019,"Ashanti","Asante Mampong","BCG","LIVE_BIRTH",4396,5188
"1191","GHA",2019,"Ashanti","Asokore Mampong","DTP3","SURVIVING_INFANT",16341,15517
"1192","GHA",2019,"Ashanti","Asokore Mampong","DTP1","SURVIVING_INFANT",16797,15517
"1193","GHA",2019,"Ashanti","Asokore Mampong","YFV","SURVIVING_INFANT",17503,15517
"1194","GHA",2019,"Ashanti","Asokore Mampong","MCV1","SURVIVING_INFANT",17565,15517
"1195","GHA",2019,"Ashanti","Asokore Mampong","BCG","LIVE_BIRTH",14751,15889
"1196","GHA",2019,"Ashanti","Asokwa","YFV","SURVIVING_INFANT",5695,11674
"1197","GHA",2019,"Ashanti","Asokwa","MCV1","SURVIVING_INFANT",5696,11674
"1198","GHA",2019,"Ashanti","Asokwa","DTP1","SURVIVING_INFANT",5922,11674
"1199","GHA",2019,"Ashanti","Asokwa","DTP3","SURVIVING_INFANT",6033,11674
"1200","GHA",2019,"Ashanti","Asokwa","BCG","LIVE_BIRTH",5439,11948
"1201","GHA",2019,"Ashanti","Atwima Kwanwoma","MCV1","SURVIVING_INFANT",7336,6669
"1202","GHA",2019,"Ashanti","Atwima Kwanwoma","YFV","SURVIVING_INFANT",7380,6669
"1203","GHA",2019,"Ashanti","Atwima Kwanwoma","DTP1","SURVIVING_INFANT",7427,6669
"1204","GHA",2019,"Ashanti","Atwima Kwanwoma","DTP3","SURVIVING_INFANT",7484,6669
"1205","GHA",2019,"Ashanti","Atwima Kwanwoma","BCG","LIVE_BIRTH",7690,6815
"1206","GHA",2019,"Ashanti","Atwima Mponua","MCV1","SURVIVING_INFANT",5798,4359
"1207","GHA",2019,"Ashanti","Atwima Mponua","YFV","SURVIVING_INFANT",5798,4359
"1208","GHA",2019,"Ashanti","Atwima Mponua","DTP1","SURVIVING_INFANT",5888,4359
"1209","GHA",2019,"Ashanti","Atwima Mponua","DTP3","SURVIVING_INFANT",6031,4359
"1210","GHA",2019,"Ashanti","Atwima Mponua","BCG","LIVE_BIRTH",5035,4445
"1211","GHA",2019,"Ashanti","Atwima Nwabiagya","DTP3","SURVIVING_INFANT",5811,4672
"1212","GHA",2019,"Ashanti","Atwima Nwabiagya","DTP1","SURVIVING_INFANT",5920,4672
"1213","GHA",2019,"Ashanti","Atwima Nwabiagya","YFV","SURVIVING_INFANT",6371,4672
"1214","GHA",2019,"Ashanti","Atwima Nwabiagya","MCV1","SURVIVING_INFANT",6378,4672
"1215","GHA",2019,"Ashanti","Atwima Nwabiagya","BCG","LIVE_BIRTH",7621,4766
"1216","GHA",2019,"Ashanti","Atwima Nwabiagya North","YFV","SURVIVING_INFANT",5409,5310
"1217","GHA",2019,"Ashanti","Atwima Nwabiagya North","MCV1","SURVIVING_INFANT",5426,5310
"1218","GHA",2019,"Ashanti","Atwima Nwabiagya North","DTP1","SURVIVING_INFANT",6457,5310
"1219","GHA",2019,"Ashanti","Atwima Nwabiagya North","DTP3","SURVIVING_INFANT",6472,5310
"1220","GHA",2019,"Ashanti","Atwima Nwabiagya North","BCG","LIVE_BIRTH",6080,5420
"1221","GHA",2019,"Ashanti","Bekwai","MCV1","SURVIVING_INFANT",4271,5735
"1222","GHA",2019,"Ashanti","Bekwai","YFV","SURVIVING_INFANT",4279,5735
"1223","GHA",2019,"Ashanti","Bekwai","DTP3","SURVIVING_INFANT",4595,5735
"1224","GHA",2019,"Ashanti","Bekwai","DTP1","SURVIVING_INFANT",4789,5735
"1225","GHA",2019,"Ashanti","Bekwai","BCG","LIVE_BIRTH",5519,5857
"1226","GHA",2019,"Ashanti","Bosome Freho","MCV1","SURVIVING_INFANT",3437,3949
"1227","GHA",2019,"Ashanti","Bosome Freho","YFV","SURVIVING_INFANT",3437,3949
"1228","GHA",2019,"Ashanti","Bosome Freho","DTP1","SURVIVING_INFANT",3710,3949
"1229","GHA",2019,"Ashanti","Bosome Freho","DTP3","SURVIVING_INFANT",3757,3949
"1230","GHA",2019,"Ashanti","Bosome Freho","BCG","LIVE_BIRTH",3005,4024
"1231","GHA",2019,"Ashanti","Bosomtwe","YFV","SURVIVING_INFANT",5271,5537
"1232","GHA",2019,"Ashanti","Bosomtwe","MCV1","SURVIVING_INFANT",5303,5537
"1233","GHA",2019,"Ashanti","Bosomtwe","DTP3","SURVIVING_INFANT",5312,5537
"1234","GHA",2019,"Ashanti","Bosomtwe","DTP1","SURVIVING_INFANT",5602,5537
"1235","GHA",2019,"Ashanti","Bosomtwe","BCG","LIVE_BIRTH",6213,5653
"1236","GHA",2019,"Ashanti","Ejisu","YFV","SURVIVING_INFANT",6612,5144
"1237","GHA",2019,"Ashanti","Ejisu","MCV1","SURVIVING_INFANT",6699,5144
"1238","GHA",2019,"Ashanti","Ejisu","DTP3","SURVIVING_INFANT",7094,5144
"1239","GHA",2019,"Ashanti","Ejisu","DTP1","SURVIVING_INFANT",8016,5144
"1240","GHA",2019,"Ashanti","Ejisu","BCG","LIVE_BIRTH",7892,5250
"1241","GHA",2019,"Ashanti","Ejura-Sekyedumase","YFV","SURVIVING_INFANT",8667,5083
"1242","GHA",2019,"Ashanti","Ejura-Sekyedumase","MCV1","SURVIVING_INFANT",8697,5083
"1243","GHA",2019,"Ashanti","Ejura-Sekyedumase","DTP3","SURVIVING_INFANT",10114,5083
"1244","GHA",2019,"Ashanti","Ejura-Sekyedumase","DTP1","SURVIVING_INFANT",10280,5083
"1245","GHA",2019,"Ashanti","Ejura-Sekyedumase","BCG","LIVE_BIRTH",9795,5188
"1246","GHA",2019,"Ashanti","Juaben","YFV","SURVIVING_INFANT",3906,3661
"1247","GHA",2019,"Ashanti","Juaben","MCV1","SURVIVING_INFANT",3923,3661
