"","country","year","admin1","admin2","vaccine_name","target_define","doses","target_number"
"1","GHA",2018,"Ashanti","Adansi North","YFV","SURVIVING_INFANT",5820,5876
"2","GHA",2018,"Ashanti","Adansi North","MCV1","SURVIVING_INFANT",5881,5876
"3","GHA",2018,"Ashanti","Adansi North","DTP3","SURVIVING_INFANT",5954,5876
"4","GHA",2018,"Ashanti","Adansi North","DTP1","SURVIVING_INFANT",5985,5876
"5","GHA",2018,"Ashanti","Adansi North","BCG","LIVE_BIRTH",6524,6001
"6","GHA",2018,"Ashanti","Adansi South","MCV1","SURVIVING_INFANT",5383,6319
"7","GHA",2018,"Ashanti","Adansi South","YFV","SURVIVING_INFANT",5383,6319
"8","GHA",2018,"Ashanti","Adansi South","DTP1","SURVIVING_INFANT",6072,6319
"9","GHA",2018,"Ashanti","Adansi South","DTP3","SURVIVING_INFANT",6086,6319
"10","GHA",2018,"Ashanti","Adansi South","BCG","LIVE_BIRTH",5863,6456
"11","GHA",2018,"Ashanti","Afigya-Kwabre","YFV","SURVIVING_INFANT",8856,7205
"12","GHA",2018,"Ashanti","Afigya-Kwabre","MCV1","SURVIVING_INFANT",9221,7205
"13","GHA",2018,"Ashanti","Afigya-Kwabre","DTP3","SURVIVING_INFANT",9594,7205
"14","GHA",2018,"Ashanti","Afigya-Kwabre","DTP1","SURVIVING_INFANT",9983,7205
"15","GHA",2018,"Ashanti","Afigya-Kwabre","BCG","LIVE_BIRTH",8872,7364
"16","GHA",2018,"Ashanti","Ahafo-Ano North","YFV","SURVIVING_INFANT",4815,5433
"17","GHA",2018,"Ashanti","Ahafo-Ano North","MCV1","SURVIVING_INFANT",5113,5433
"18","GHA",2018,"Ashanti","Ahafo-Ano North","DTP3","SURVIVING_INFANT",5330,5433
"19","GHA",2018,"Ashanti","Ahafo-Ano North","DTP1","SURVIVING_INFANT",5709,5433
"20","GHA",2018,"Ashanti","Ahafo-Ano North","BCG","LIVE_BIRTH",5901,5546
"21","GHA",2018,"Ashanti","Ahafo-Ano South","MCV1","SURVIVING_INFANT",6508,6541
"22","GHA",2018,"Ashanti","Ahafo-Ano South","YFV","SURVIVING_INFANT",6508,6541
"23","GHA",2018,"Ashanti","Ahafo-Ano South","DTP3","SURVIVING_INFANT",6695,6541
"24","GHA",2018,"Ashanti","Ahafo-Ano South","DTP1","SURVIVING_INFANT",6969,6541
"25","GHA",2018,"Ashanti","Ahafo-Ano South","BCG","LIVE_BIRTH",6910,6683
"26","GHA",2018,"Ashanti","Amansie Central","MCV1","SURVIVING_INFANT",5056,5214
"27","GHA",2018,"Ashanti","Amansie Central","YFV","SURVIVING_INFANT",5146,5214
"28","GHA",2018,"Ashanti","Amansie Central","DTP1","SURVIVING_INFANT",5452,5214
"29","GHA",2018,"Ashanti","Amansie Central","DTP3","SURVIVING_INFANT",5503,5214
"30","GHA",2018,"Ashanti","Amansie Central","BCG","LIVE_BIRTH",5299,5322
"31","GHA",2018,"Ashanti","Amansie West","DTP3","SURVIVING_INFANT",8082,7206
"32","GHA",2018,"Ashanti","Amansie West","MCV1","SURVIVING_INFANT",8114,7206
"33","GHA",2018,"Ashanti","Amansie West","YFV","SURVIVING_INFANT",8182,7206
"34","GHA",2018,"Ashanti","Amansie West","DTP1","SURVIVING_INFANT",8549,7206
"35","GHA",2018,"Ashanti","Amansie West","BCG","LIVE_BIRTH",9382,7365
"36","GHA",2018,"Ashanti","Asante-Akim Central","YFV","SURVIVING_INFANT",4273,4324
"37","GHA",2018,"Ashanti","Asante-Akim Central","MCV1","SURVIVING_INFANT",4327,4324
"38","GHA",2018,"Ashanti","Asante-Akim Central","DTP1","SURVIVING_INFANT",4586,4324
"39","GHA",2018,"Ashanti","Asante-Akim Central","DTP3","SURVIVING_INFANT",4616,4324
"40","GHA",2018,"Ashanti","Asante-Akim Central","BCG","LIVE_BIRTH",4163,4410
"41","GHA",2018,"Ashanti","Asante-Akim North","YFV","SURVIVING_INFANT",4137,4102
"42","GHA",2018,"Ashanti","Asante-Akim North","MCV1","SURVIVING_INFANT",4221,4102
"43","GHA",2018,"Ashanti","Asante-Akim North","DTP3","SURVIVING_INFANT",4762,4102
"44","GHA",2018,"Ashanti","Asante-Akim North","DTP1","SURVIVING_INFANT",5097,4102
"45","GHA",2018,"Ashanti","Asante-Akim North","BCG","LIVE_BIRTH",5004,4182
"46","GHA",2018,"Ashanti","Asante-Akim South","YFV","SURVIVING_INFANT",4559,6540
"47","GHA",2018,"Ashanti","Asante-Akim South","MCV1","SURVIVING_INFANT",4635,6540
"48","GHA",2018,"Ashanti","Asante-Akim South","DTP1","SURVIVING_INFANT",4926,6540
"49","GHA",2018,"Ashanti","Asante-Akim South","DTP3","SURVIVING_INFANT",5167,6540
"50","GHA",2018,"Ashanti","Asante-Akim South","BCG","LIVE_BIRTH",4831,6682
"51","GHA",2018,"Ashanti","Asante-Mampong","MCV1","SURVIVING_INFANT",3986,4989
"52","GHA",2018,"Ashanti","Asante-Mampong","YFV","SURVIVING_INFANT",3986,4989
"53","GHA",2018,"Ashanti","Asante-Mampong","DTP3","SURVIVING_INFANT",4198,4989
"54","GHA",2018,"Ashanti","Asante-Mampong","DTP1","SURVIVING_INFANT",4322,4989
"55","GHA",2018,"Ashanti","Asante-Mampong","BCG","LIVE_BIRTH",4380,5092
"56","GHA",2018,"Ashanti","Asokore-Mampong","DTP3","SURVIVING_INFANT",15136,15184
"57","GHA",2018,"Ashanti","Asokore-Mampong","YFV","SURVIVING_INFANT",15182,15184
"58","GHA",2018,"Ashanti","Asokore-Mampong","MCV1","SURVIVING_INFANT",15293,15184
"59","GHA",2018,"Ashanti","Asokore-Mampong","DTP1","SURVIVING_INFANT",15714,15184
"60","GHA",2018,"Ashanti","Asokore-Mampong","BCG","LIVE_BIRTH",12087,15548
"61","GHA",2018,"Ashanti","Atwima-Kwanwoma","DTP3","SURVIVING_INFANT",7078,5211
"62","GHA",2018,"Ashanti","Atwima-Kwanwoma","DTP1","SURVIVING_INFANT",7123,5211
"63","GHA",2018,"Ashanti","Atwima-Kwanwoma","YFV","SURVIVING_INFANT",7177,5211
"64","GHA",2018,"Ashanti","Atwima-Kwanwoma","MCV1","SURVIVING_INFANT",7182,5211
"65","GHA",2018,"Ashanti","Atwima-Kwanwoma","BCG","LIVE_BIRTH",7559,5319
"66","GHA",2018,"Ashanti","Atwima-Mponua","MCV1","SURVIVING_INFANT",6330,6541
"67","GHA",2018,"Ashanti","Atwima-Mponua","YFV","SURVIVING_INFANT",6359,6541
"68","GHA",2018,"Ashanti","Atwima-Mponua","DTP3","SURVIVING_INFANT",6376,6541
"69","GHA",2018,"Ashanti","Atwima-Mponua","DTP1","SURVIVING_INFANT",6485,6541
"70","GHA",2018,"Ashanti","Atwima-Mponua","BCG","LIVE_BIRTH",5419,6683
"71","GHA",2018,"Ashanti","Atwima-Nwabiagya","YFV","SURVIVING_INFANT",9993,7871
"72","GHA",2018,"Ashanti","Atwima-Nwabiagya","MCV1","SURVIVING_INFANT",10147,7871
"73","GHA",2018,"Ashanti","Atwima-Nwabiagya","DTP3","SURVIVING_INFANT",11398,7871
"74","GHA",2018,"Ashanti","Atwima-Nwabiagya","DTP1","SURVIVING_INFANT",11402,7871
"75","GHA",2018,"Ashanti","Atwima-Nwabiagya","BCG","LIVE_BIRTH",11425,8047
"76","GHA",2018,"Ashanti","Bekwai","YFV","SURVIVING_INFANT",4169,5722
"77","GHA",2018,"Ashanti","Bekwai","MCV1","SURVIVING_INFANT",4256,5722
"78","GHA",2018,"Ashanti","Bekwai","DTP3","SURVIVING_INFANT",4563,5722
"79","GHA",2018,"Ashanti","Bekwai","DTP1","SURVIVING_INFANT",4800,5722
"80","GHA",2018,"Ashanti","Bekwai","BCG","LIVE_BIRTH",5434,5843
"81","GHA",2018,"Ashanti","Bosome-Freho","YFV","SURVIVING_INFANT",3197,3881
"82","GHA",2018,"Ashanti","Bosome-Freho","MCV1","SURVIVING_INFANT",3207,3881
"83","GHA",2018,"Ashanti","Bosome-Freho","DTP1","SURVIVING_INFANT",3348,3881
"84","GHA",2018,"Ashanti","Bosome-Freho","DTP3","SURVIVING_INFANT",3406,3881
"85","GHA",2018,"Ashanti","Bosome-Freho","BCG","LIVE_BIRTH",2945,3955
"86","GHA",2018,"Ashanti","Bosomtwe","DTP3","SURVIVING_INFANT",5451,5433
"87","GHA",2018,"Ashanti","Bosomtwe","YFV","SURVIVING_INFANT",5927,5433
"88","GHA",2018,"Ashanti","Bosomtwe","MCV1","SURVIVING_INFANT",5939,5433
"89","GHA",2018,"Ashanti","Bosomtwe","DTP1","SURVIVING_INFANT",5965,5433
"90","GHA",2018,"Ashanti","Bosomtwe","BCG","LIVE_BIRTH",6456,5547
"91","GHA",2018,"Ashanti","Ejisu-Juaben","YFV","SURVIVING_INFANT",8141,7648
"92","GHA",2018,"Ashanti","Ejisu-Juaben","MCV1","SURVIVING_INFANT",8270,7648
"93","GHA",2018,"Ashanti","Ejisu-Juaben","DTP3","SURVIVING_INFANT",8355,7648
"94","GHA",2018,"Ashanti","Ejisu-Juaben","DTP1","SURVIVING_INFANT",9268,7648
"95","GHA",2018,"Ashanti","Ejisu-Juaben","BCG","LIVE_BIRTH",10676,7819
"96","GHA",2018,"Ashanti","Ejura-Sekyedumasi","YFV","SURVIVING_INFANT",8126,4989
"97","GHA",2018,"Ashanti","Ejura-Sekyedumasi","MCV1","SURVIVING_INFANT",8173,4989
"98","GHA",2018,"Ashanti","Ejura-Sekyedumasi","DTP3","SURVIVING_INFANT",9766,4989
"99","GHA",2018,"Ashanti","Ejura-Sekyedumasi","DTP1","SURVIVING_INFANT",9942,4989
"100","GHA",2018,"Ashanti","Ejura-Sekyedumasi","BCG","LIVE_BIRTH",9841,5092
"101","GHA",2018,"Ashanti","Kumasi","MCV1","SURVIVING_INFANT",65805,81226
"102","GHA",2018,"Ashanti","Kumasi","YFV","SURVIVING_INFANT",66186,81226
"103","GHA",2018,"Ashanti","Kumasi","DTP3","SURVIVING_INFANT",69671,81226
"104","GHA",2018,"Ashanti","Kumasi","DTP1","SURVIVING_INFANT",73794,81226
"105","GHA",2018,"Ashanti","Kumasi","BCG","LIVE_BIRTH",65637,83283
"106","GHA",2018,"Ashanti","Kwabre  East","DTP3","SURVIVING_INFANT",6448,6319
"107","GHA",2018,"Ashanti","Kwabre  East","DTP1","SURVIVING_INFANT",6483,6319
"108","GHA",2018,"Ashanti","Kwabre  East","YFV","SURVIVING_INFANT",6617,6319
"109","GHA",2018,"Ashanti","Kwabre  East","MCV1","SURVIVING_INFANT",6669,6319
"110","GHA",2018,"Ashanti","Kwabre  East","BCG","LIVE_BIRTH",6353,6456
"111","GHA",2018,"Ashanti","Obuasi","YFV","SURVIVING_INFANT",7878,8757
"112","GHA",2018,"Ashanti","Obuasi","MCV1","SURVIVING_INFANT",7901,8757
"113","GHA",2018,"Ashanti","Obuasi","DTP3","SURVIVING_INFANT",8174,8757
"114","GHA",2018,"Ashanti","Obuasi","DTP1","SURVIVING_INFANT",8438,8757
"115","GHA",2018,"Ashanti","Obuasi","BCG","LIVE_BIRTH",9031,8956
"116","GHA",2018,"Ashanti","Offinso","MCV1","SURVIVING_INFANT",4714,4546
"117","GHA",2018,"Ashanti","Offinso","YFV","SURVIVING_INFANT",4730,4546
"118","GHA",2018,"Ashanti","Offinso","DTP3","SURVIVING_INFANT",4808,4546
"119","GHA",2018,"Ashanti","Offinso","DTP1","SURVIVING_INFANT",5343,4546
"120","GHA",2018,"Ashanti","Offinso","BCG","LIVE_BIRTH",8712,4637
"121","GHA",2018,"Ashanti","Offinso North","MCV1","SURVIVING_INFANT",3603,3660
"122","GHA",2018,"Ashanti","Offinso North","YFV","SURVIVING_INFANT",3646,3660
"123","GHA",2018,"Ashanti","Offinso North","DTP3","SURVIVING_INFANT",3996,3660
"124","GHA",2018,"Ashanti","Offinso North","DTP1","SURVIVING_INFANT",4234,3660
"125","GHA",2018,"Ashanti","Offinso North","BCG","LIVE_BIRTH",4130,3728
"126","GHA",2018,"Ashanti","Sekyere Central","MCV1","SURVIVING_INFANT",2872,4324
"127","GHA",2018,"Ashanti","Sekyere Central","YFV","SURVIVING_INFANT",2873,4324
"128","GHA",2018,"Ashanti","Sekyere Central","DTP1","SURVIVING_INFANT",3001,4324
"129","GHA",2018,"Ashanti","Sekyere Central","DTP3","SURVIVING_INFANT",3002,4324
"130","GHA",2018,"Ashanti","Sekyere Central","BCG","LIVE_BIRTH",2603,4410
"131","GHA",2018,"Ashanti","Sekyere East","MCV1","SURVIVING_INFANT",3844,3881
"132","GHA",2018,"Ashanti","Sekyere East","YFV","SURVIVING_INFANT",3844,3881
"133","GHA",2018,"Ashanti","Sekyere East","DTP3","SURVIVING_INFANT",4027,3881
"134","GHA",2018,"Ashanti","Sekyere East","DTP1","SURVIVING_INFANT",4178,3881
"135","GHA",2018,"Ashanti","Sekyere East","BCG","LIVE_BIRTH",4253,3955
"136","GHA",2018,"Ashanti","Sekyere South","MCV1","SURVIVING_INFANT",4509,5433
"137","GHA",2018,"Ashanti","Sekyere South","YFV","SURVIVING_INFANT",4523,5433
"138","GHA",2018,"Ashanti","Sekyere South","DTP3","SURVIVING_INFANT",4803,5433
"139","GHA",2018,"Ashanti","Sekyere South","DTP1","SURVIVING_INFANT",4937,5433
"140","GHA",2018,"Ashanti","Sekyere South","BCG","LIVE_BIRTH",5380,5546
"141","GHA",2018,"Ashanti","Sekyere-Afram Plains","DTP3","SURVIVING_INFANT",2196,2330
"142","GHA",2018,"Ashanti","Sekyere-Afram Plains","DTP1","SURVIVING_INFANT",2709,2330
"143","GHA",2018,"Ashanti","Sekyere-Afram Plains","MCV1","SURVIVING_INFANT",2711,2330
"144","GHA",2018,"Ashanti","Sekyere-Afram Plains","YFV","SURVIVING_INFANT",2711,2330
"145","GHA",2018,"Ashanti","Sekyere-Afram Plains","BCG","LIVE_BIRTH",2114,2364
"146","GHA",2018,"Ashanti","Sekyere-Kumawu","YFV","SURVIVING_INFANT",3858,4103
"147","GHA",2018,"Ashanti","Sekyere-Kumawu","MCV1","SURVIVING_INFANT",3863,4103
"148","GHA",2018,"Ashanti","Sekyere-Kumawu","DTP1","SURVIVING_INFANT",4123,4103
"149","GHA",2018,"Ashanti","Sekyere-Kumawu","DTP3","SURVIVING_INFANT",4130,4103
"150","GHA",2018,"Ashanti","Sekyere-Kumawu","BCG","LIVE_BIRTH",3631,4182
"151","GHA",2018,"Brong-Ahafo","Asunafo North","DTP3","SURVIVING_INFANT",6995,6877
"152","GHA",2018,"Brong-Ahafo","Asunafo North","DTP1","SURVIVING_INFANT",7412,6877
"153","GHA",2018,"Brong-Ahafo","Asunafo North","YFV","SURVIVING_INFANT",7849,6877
"154","GHA",2018,"Brong-Ahafo","Asunafo North","MCV1","SURVIVING_INFANT",7892,6877
"155","GHA",2018,"Brong-Ahafo","Asunafo North","BCG","LIVE_BIRTH",9637,7028
"156","GHA",2018,"Brong-Ahafo","Asunafo South","MCV1","SURVIVING_INFANT",5498,5464
"157","GHA",2018,"Brong-Ahafo","Asunafo South","YFV","SURVIVING_INFANT",5499,5464
"158","GHA",2018,"Brong-Ahafo","Asunafo South","DTP3","SURVIVING_INFANT",5698,5464
"159","GHA",2018,"Brong-Ahafo","Asunafo South","DTP1","SURVIVING_INFANT",6034,5464
"160","GHA",2018,"Brong-Ahafo","Asunafo South","BCG","LIVE_BIRTH",6054,5578
"161","GHA",2018,"Brong-Ahafo","Asutifi North","DTP3","SURVIVING_INFANT",3482,3507
"162","GHA",2018,"Brong-Ahafo","Asutifi North","DTP1","SURVIVING_INFANT",3517,3507
"163","GHA",2018,"Brong-Ahafo","Asutifi North","MCV1","SURVIVING_INFANT",3550,3507
"164","GHA",2018,"Brong-Ahafo","Asutifi North","YFV","SURVIVING_INFANT",3550,3507
"165","GHA",2018,"Brong-Ahafo","Asutifi North","BCG","LIVE_BIRTH",3615,3571
"166","GHA",2018,"Brong-Ahafo","Asutifi South","DTP3","SURVIVING_INFANT",4477,3505
"167","GHA",2018,"Brong-Ahafo","Asutifi South","DTP1","SURVIVING_INFANT",4562,3505
"168","GHA",2018,"Brong-Ahafo","Asutifi South","MCV1","SURVIVING_INFANT",4689,3505
"169","GHA",2018,"Brong-Ahafo","Asutifi South","YFV","SURVIVING_INFANT",4722,3505
"170","GHA",2018,"Brong-Ahafo","Asutifi South","BCG","LIVE_BIRTH",6255,3569
"171","GHA",2018,"Brong-Ahafo","Atebubu-Amanten","DTP1","SURVIVING_INFANT",5883,6009
"172","GHA",2018,"Brong-Ahafo","Atebubu-Amanten","DTP3","SURVIVING_INFANT",5950,6009
"173","GHA",2018,"Brong-Ahafo","Atebubu-Amanten","MCV1","SURVIVING_INFANT",5964,6009
"174","GHA",2018,"Brong-Ahafo","Atebubu-Amanten","YFV","SURVIVING_INFANT",6026,6009
"175","GHA",2018,"Brong-Ahafo","Atebubu-Amanten","BCG","LIVE_BIRTH",5838,6137
"176","GHA",2018,"Brong-Ahafo","Banda","DTP1","SURVIVING_INFANT",1986,1980
"177","GHA",2018,"Brong-Ahafo","Banda","DTP3","SURVIVING_INFANT",2002,1980
"178","GHA",2018,"Brong-Ahafo","Banda","YFV","SURVIVING_INFANT",2011,1980
"179","GHA",2018,"Brong-Ahafo","Banda","MCV1","SURVIVING_INFANT",2021,1980
"180","GHA",2018,"Brong-Ahafo","Banda","BCG","LIVE_BIRTH",1905,2005
"181","GHA",2018,"Brong-Ahafo","Berekum","MCV1","SURVIVING_INFANT",7981,7098
"182","GHA",2018,"Brong-Ahafo","Berekum","YFV","SURVIVING_INFANT",7981,7098
"183","GHA",2018,"Brong-Ahafo","Berekum","DTP3","SURVIVING_INFANT",8708,7098
"184","GHA",2018,"Brong-Ahafo","Berekum","DTP1","SURVIVING_INFANT",8847,7098
"185","GHA",2018,"Brong-Ahafo","Berekum","BCG","LIVE_BIRTH",7318,7254
"186","GHA",2018,"Brong-Ahafo","Dormaa","YFV","SURVIVING_INFANT",5619,6336
"187","GHA",2018,"Brong-Ahafo","Dormaa","MCV1","SURVIVING_INFANT",5645,6336
"188","GHA",2018,"Brong-Ahafo","Dormaa","DTP1","SURVIVING_INFANT",6390,6336
"189","GHA",2018,"Brong-Ahafo","Dormaa","DTP3","SURVIVING_INFANT",6810,6336
"190","GHA",2018,"Brong-Ahafo","Dormaa","BCG","LIVE_BIRTH",5886,6472
"191","GHA",2018,"Brong-Ahafo","Dormaa East","YFV","SURVIVING_INFANT",3156,3396
"192","GHA",2018,"Brong-Ahafo","Dormaa East","MCV1","SURVIVING_INFANT",3171,3396
"193","GHA",2018,"Brong-Ahafo","Dormaa East","DTP1","SURVIVING_INFANT",3348,3396
"194","GHA",2018,"Brong-Ahafo","Dormaa East","DTP3","SURVIVING_INFANT",3554,3396
"195","GHA",2018,"Brong-Ahafo","Dormaa East","BCG","LIVE_BIRTH",3427,3458
"196","GHA",2018,"Brong-Ahafo","Dormaa West","YFV","SURVIVING_INFANT",3365,3286
"197","GHA",2018,"Brong-Ahafo","Dormaa West","MCV1","SURVIVING_INFANT",3396,3286
"198","GHA",2018,"Brong-Ahafo","Dormaa West","DTP3","SURVIVING_INFANT",3728,3286
"199","GHA",2018,"Brong-Ahafo","Dormaa West","DTP1","SURVIVING_INFANT",3879,3286
"200","GHA",2018,"Brong-Ahafo","Dormaa West","BCG","LIVE_BIRTH",3768,3345
"201","GHA",2018,"Brong-Ahafo","Jaman North","YFV","SURVIVING_INFANT",4954,4920
"202","GHA",2018,"Brong-Ahafo","Jaman North","MCV1","SURVIVING_INFANT",5003,4920
"203","GHA",2018,"Brong-Ahafo","Jaman North","DTP3","SURVIVING_INFANT",5193,4920
"204","GHA",2018,"Brong-Ahafo","Jaman North","DTP1","SURVIVING_INFANT",5210,4920
"205","GHA",2018,"Brong-Ahafo","Jaman North","BCG","LIVE_BIRTH",5626,5021
"206","GHA",2018,"Brong-Ahafo","Jaman South","YFV","SURVIVING_INFANT",4881,5355
"207","GHA",2018,"Brong-Ahafo","Jaman South","MCV1","SURVIVING_INFANT",4953,5355
"208","GHA",2018,"Brong-Ahafo","Jaman South","DTP3","SURVIVING_INFANT",5245,5355
"209","GHA",2018,"Brong-Ahafo","Jaman South","DTP1","SURVIVING_INFANT",5767,5355
"210","GHA",2018,"Brong-Ahafo","Jaman South","BCG","LIVE_BIRTH",5425,5467
"211","GHA",2018,"Brong-Ahafo","Kintampo North","YFV","SURVIVING_INFANT",5707,5465
"212","GHA",2018,"Brong-Ahafo","Kintampo North","MCV1","SURVIVING_INFANT",5762,5465
"213","GHA",2018,"Brong-Ahafo","Kintampo North","DTP3","SURVIVING_INFANT",6008,5465
"214","GHA",2018,"Brong-Ahafo","Kintampo North","DTP1","SURVIVING_INFANT",6144,5465
"215","GHA",2018,"Brong-Ahafo","Kintampo North","BCG","LIVE_BIRTH",7010,5579
"216","GHA",2018,"Brong-Ahafo","Kintampo South","YFV","SURVIVING_INFANT",4758,4811
"217","GHA",2018,"Brong-Ahafo","Kintampo South","MCV1","SURVIVING_INFANT",4765,4811
"218","GHA",2018,"Brong-Ahafo","Kintampo South","DTP3","SURVIVING_INFANT",5099,4811
"219","GHA",2018,"Brong-Ahafo","Kintampo South","DTP1","SURVIVING_INFANT",5199,4811
"220","GHA",2018,"Brong-Ahafo","Kintampo South","BCG","LIVE_BIRTH",4872,4909
"221","GHA",2018,"Brong-Ahafo","Nkoranza North","YFV","SURVIVING_INFANT",4373,4157
"222","GHA",2018,"Brong-Ahafo","Nkoranza North","DTP3","SURVIVING_INFANT",4384,4157
"223","GHA",2018,"Brong-Ahafo","Nkoranza North","DTP1","SURVIVING_INFANT",4385,4157
"224","GHA",2018,"Brong-Ahafo","Nkoranza North","MCV1","SURVIVING_INFANT",4394,4157
"225","GHA",2018,"Brong-Ahafo","Nkoranza North","BCG","LIVE_BIRTH",4295,4238
"226","GHA",2018,"Brong-Ahafo","Nkoranza South","YFV","SURVIVING_INFANT",5329,5355
"227","GHA",2018,"Brong-Ahafo","Nkoranza South","MCV1","SURVIVING_INFANT",5489,5355
"228","GHA",2018,"Brong-Ahafo","Nkoranza South","DTP3","SURVIVING_INFANT",5543,5355
"229","GHA",2018,"Brong-Ahafo","Nkoranza South","DTP1","SURVIVING_INFANT",5666,5355
"230","GHA",2018,"Brong-Ahafo","Nkoranza South","BCG","LIVE_BIRTH",6562,5467
"231","GHA",2018,"Brong-Ahafo","Pru","YFV","SURVIVING_INFANT",6029,7097
"232","GHA",2018,"Brong-Ahafo","Pru","DTP3","SURVIVING_INFANT",7327,7097
"233","GHA",2018,"Brong-Ahafo","Pru","MCV1","SURVIVING_INFANT",7496,7097
"234","GHA",2018,"Brong-Ahafo","Pru","DTP1","SURVIVING_INFANT",7600,7097
"235","GHA",2018,"Brong-Ahafo","Pru","BCG","LIVE_BIRTH",8599,7253
"236","GHA",2018,"Brong-Ahafo","Sene East","DTP1","SURVIVING_INFANT",3770,3831
"237","GHA",2018,"Brong-Ahafo","Sene East","DTP3","SURVIVING_INFANT",3937,3831
"238","GHA",2018,"Brong-Ahafo","Sene East","YFV","SURVIVING_INFANT",4029,3831
"239","GHA",2018,"Brong-Ahafo","Sene East","MCV1","SURVIVING_INFANT",4031,3831
"240","GHA",2018,"Brong-Ahafo","Sene East","BCG","LIVE_BIRTH",3968,3903
"241","GHA",2018,"Brong-Ahafo","Sene West","YFV","SURVIVING_INFANT",3834,3722
"242","GHA",2018,"Brong-Ahafo","Sene West","MCV1","SURVIVING_INFANT",3891,3722
"243","GHA",2018,"Brong-Ahafo","Sene West","DTP1","SURVIVING_INFANT",4152,3722
"244","GHA",2018,"Brong-Ahafo","Sene West","DTP3","SURVIVING_INFANT",4271,3722
"245","GHA",2018,"Brong-Ahafo","Sene West","BCG","LIVE_BIRTH",4201,3792
"246","GHA",2018,"Brong-Ahafo","Sunyani","MCV1","SURVIVING_INFANT",7301,6771
"247","GHA",2018,"Brong-Ahafo","Sunyani","YFV","SURVIVING_INFANT",7378,6771
"248","GHA",2018,"Brong-Ahafo","Sunyani","DTP3","SURVIVING_INFANT",7617,6771
"249","GHA",2018,"Brong-Ahafo","Sunyani","DTP1","SURVIVING_INFANT",8371,6771
"250","GHA",2018,"Brong-Ahafo","Sunyani","BCG","LIVE_BIRTH",9808,6919
"251","GHA",2018,"Brong-Ahafo","Sunyani West","YFV","SURVIVING_INFANT",5116,5029
"252","GHA",2018,"Brong-Ahafo","Sunyani West","DTP1","SURVIVING_INFANT",5155,5029
"253","GHA",2018,"Brong-Ahafo","Sunyani West","MCV1","SURVIVING_INFANT",5391,5029
"254","GHA",2018,"Brong-Ahafo","Sunyani West","DTP3","SURVIVING_INFANT",5779,5029
"255","GHA",2018,"Brong-Ahafo","Sunyani West","BCG","LIVE_BIRTH",4284,5132
"256","GHA",2018,"Brong-Ahafo","Tain","YFV","SURVIVING_INFANT",5085,5138
"257","GHA",2018,"Brong-Ahafo","Tain","DTP3","SURVIVING_INFANT",5111,5138
"258","GHA",2018,"Brong-Ahafo","Tain","MCV1","SURVIVING_INFANT",5154,5138
"259","GHA",2018,"Brong-Ahafo","Tain","DTP1","SURVIVING_INFANT",5201,5138
"260","GHA",2018,"Brong-Ahafo","Tain","BCG","LIVE_BIRTH",5188,5244
"261","GHA",2018,"Brong-Ahafo","Tano North","MCV1","SURVIVING_INFANT",5237,4811
"262","GHA",2018,"Brong-Ahafo","Tano North","YFV","SURVIVING_INFANT",5250,4811
"263","GHA",2018,"Brong-Ahafo","Tano North","DTP3","SURVIVING_INFANT",5361,4811
"264","GHA",2018,"Brong-Ahafo","Tano North","DTP1","SURVIVING_INFANT",5378,4811
"265","GHA",2018,"Brong-Ahafo","Tano North","BCG","LIVE_BIRTH",5071,4909
"266","GHA",2018,"Brong-Ahafo","Tano South","MCV1","SURVIVING_INFANT",4532,4702
"267","GHA",2018,"Brong-Ahafo","Tano South","YFV","SURVIVING_INFANT",4620,4702
"268","GHA",2018,"Brong-Ahafo","Tano South","DTP3","SURVIVING_INFANT",4646,4702
"269","GHA",2018,"Brong-Ahafo","Tano South","DTP1","SURVIVING_INFANT",4708,4702
"270","GHA",2018,"Brong-Ahafo","Tano South","BCG","LIVE_BIRTH",4628,4797
"271","GHA",2018,"Brong-Ahafo","Techiman","DTP1","SURVIVING_INFANT",7999,7969
"272","GHA",2018,"Brong-Ahafo","Techiman","DTP3","SURVIVING_INFANT",8267,7969
"273","GHA",2018,"Brong-Ahafo","Techiman","YFV","SURVIVING_INFANT",8327,7969
"274","GHA",2018,"Brong-Ahafo","Techiman","MCV1","SURVIVING_INFANT",8426,7969
"275","GHA",2018,"Brong-Ahafo","Techiman","BCG","LIVE_BIRTH",12252,8148
"276","GHA",2018,"Brong-Ahafo","Techiman North","DTP1","SURVIVING_INFANT",3940,3831
"277","GHA",2018,"Brong-Ahafo","Techiman North","YFV","SURVIVING_INFANT",4000,3831
"278","GHA",2018,"Brong-Ahafo","Techiman North","DTP3","SURVIVING_INFANT",4005,3831
"279","GHA",2018,"Brong-Ahafo","Techiman North","MCV1","SURVIVING_INFANT",4185,3831
"280","GHA",2018,"Brong-Ahafo","Techiman North","BCG","LIVE_BIRTH",2827,3904
"281","GHA",2018,"Brong-Ahafo","Wenchi","DTP1","SURVIVING_INFANT",5480,5247
"282","GHA",2018,"Brong-Ahafo","Wenchi","YFV","SURVIVING_INFANT",5663,5247
"283","GHA",2018,"Brong-Ahafo","Wenchi","MCV1","SURVIVING_INFANT",5706,5247
"284","GHA",2018,"Brong-Ahafo","Wenchi","DTP3","SURVIVING_INFANT",5823,5247
"285","GHA",2018,"Brong-Ahafo","Wenchi","BCG","LIVE_BIRTH",5897,5356
