"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"173","AREA # 040303","Chin","Mindat","Kanpalet","MMR004008","Kanpetlet","Kanpalet","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","AREA # 040304","Chin","Mindat","Paletwat","MMR004009","Paletwa","Paletwat","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","AREA # 040304","Chin","Mindat","Paletwat","MMR004009","Paletwa","Paletwat","1","No - no difficulty",323,561,745,750,775,791,630,788,788,600,523,432,356,250,129,75,35,27,24,17,8,7,9,8,6,3,1,NA,3,2,5,2,1,4,2,4,2,1,NA,1,NA,1,NA,3,NA,NA,1,NA,1,1,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"176","AREA # 040304","Chin","Mindat","Paletwat","MMR004009","Paletwa","Paletwat","2","Yes - some difficulty",NA,NA,1,1,1,NA,1,3,4,2,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","AREA # 040304","Chin","Mindat","Paletwat","MMR004009","Paletwa","Paletwat","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","2","Yes - some difficulty",NA,NA,4,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","3","Yes - a lot of difficulty",NA,1,1,NA,3,NA,1,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","1","No - no difficulty",45,113,136,148,149,151,117,125,128,111,75,67,42,21,16,8,7,3,3,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","1","No - no difficulty",128,289,374,379,368,473,330,374,375,333,262,246,234,164,101,65,29,19,18,7,5,8,7,1,5,2,2,2,2,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","2","Yes - some difficulty",NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","1","No - no difficulty",718,1814,1998,1788,1763,1760,1607,1602,1535,1155,894,648,548,490,345,268,176,110,65,31,28,21,25,17,12,14,9,4,7,6,19,5,2,7,5,2,2,3,5,NA,4,5,5,2,3,6,6,4,6,2,1,3,2,6,1,3,NA,4,1,1,2,1,2,3,2,4,1,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"185","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","2","Yes - some difficulty",NA,2,NA,1,2,3,NA,2,1,8,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"186","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","3","Yes - a lot of difficulty",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","4","Yes - cannot see at all",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","1","No - no difficulty",271,703,696,612,634,722,630,601,568,425,302,244,189,139,109,81,59,39,12,11,14,8,12,6,8,13,5,1,4,6,3,4,4,4,2,4,NA,4,2,2,4,4,4,NA,NA,5,2,NA,4,1,4,2,1,3,2,4,2,1,1,1,2,NA,NA,1,NA,2,NA,1,NA,NA,1,1,NA,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA
"189","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","2","Yes - some difficulty",NA,NA,1,NA,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"190","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","4","Yes - cannot see at all",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","1","No - no difficulty",284,625,726,628,693,749,609,591,602,513,344,268,214,156,106,65,58,28,20,13,12,6,7,3,4,6,1,6,2,1,5,2,NA,3,2,2,NA,1,1,NA,1,1,NA,2,NA,1,NA,1,NA,1,1,1,NA,2,NA,2,1,1,NA,NA,1,1,NA,NA,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","2","Yes - some difficulty",NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","1","No - no difficulty",470,1406,1536,1428,1530,1459,1396,1371,1360,893,750,640,449,406,329,257,142,105,64,37,28,10,20,16,13,14,10,9,6,5,7,3,5,6,4,5,4,3,4,2,3,4,1,3,4,5,2,3,2,1,2,1,4,2,3,1,NA,NA,2,NA,2,1,NA,1,1,1,NA,NA,1,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
"196","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","2","Yes - some difficulty",NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","3","Yes - a lot of difficulty",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","2","Yes - some difficulty",NA,NA,NA,NA,1,1,NA,NA,4,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","1","No - no difficulty",431,994,1128,1048,1121,1167,991,1114,981,679,508,349,281,219,149,146,68,49,33,21,26,11,12,9,13,4,10,3,2,3,8,6,3,3,3,2,1,5,2,1,NA,1,2,3,NA,2,2,3,4,NA,2,1,2,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"200","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","3","Yes - a lot of difficulty",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","1","No - no difficulty",641,1287,1479,1296,1409,1505,1286,1281,1152,805,570,423,327,239,166,110,91,44,26,13,21,11,17,10,8,11,9,11,4,3,8,5,6,5,6,1,2,1,4,1,3,2,2,NA,1,3,NA,NA,1,2,4,NA,3,NA,NA,2,1,2,2,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"202","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","2","Yes - some difficulty",NA,1,NA,2,2,2,NA,1,1,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"203","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","1","No - no difficulty",908,2286,2645,2468,2646,2630,2317,2362,2084,1510,1080,769,669,513,295,262,138,104,77,46,49,27,27,24,15,20,7,16,9,5,10,5,3,7,5,3,2,4,4,NA,4,6,6,4,6,3,2,2,4,2,3,NA,3,1,NA,3,1,1,NA,2,4,2,1,1,2,2,1,1,NA,NA,2,NA,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,1,NA,1
"204","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","2","Yes - some difficulty",NA,NA,2,1,1,NA,2,2,2,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","3","Yes - a lot of difficulty",NA,NA,2,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","4","Yes - cannot see at all",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"207","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","1","No - no difficulty",344,837,957,896,956,874,873,909,775,603,402,276,200,143,79,60,44,26,25,13,10,12,12,3,4,13,2,7,2,5,2,2,2,2,1,NA,2,3,1,2,1,3,NA,2,1,NA,1,1,1,1,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"208","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","2","Yes - some difficulty",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","3","Yes - a lot of difficulty",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","2","Yes - some difficulty",NA,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"211","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"212","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","1","No - no difficulty",376,924,1046,993,897,1002,861,928,837,575,347,255,192,96,94,52,34,20,15,16,11,2,8,4,2,5,2,2,3,2,7,1,2,4,5,4,NA,4,1,1,1,1,1,NA,1,1,NA,1,3,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,2
"213","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","1","No - no difficulty",559,1158,1221,1137,1176,1285,1121,1269,990,753,508,325,254,202,115,88,52,38,22,17,16,12,13,7,4,7,2,5,4,2,5,3,NA,NA,1,3,NA,5,NA,1,4,NA,1,NA,1,NA,1,1,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"215","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","2","Yes - some difficulty",1,2,NA,NA,2,NA,1,2,3,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"216","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","4","Yes - cannot see at all",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","1","No - no difficulty",712,1391,1541,1384,1485,1566,1440,1579,1387,1054,770,553,331,196,129,98,44,42,28,14,12,8,12,6,2,8,3,8,6,NA,2,2,2,4,1,4,1,2,1,2,7,4,2,NA,1,1,1,3,1,1,2,1,NA,NA,2,1,NA,2,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,3,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA
