"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"1","AREA # 010101","Kachin","Myitkyina","Myitkyina","MMR001001","Myitkyina","Myitkyina","1","No - no difficulty",729,2181,2624,2527,2523,2621,2402,2746,2860,2284,1834,1739,1493,1351,863,794,402,307,206,140,108,79,62,55,43,48,20,25,6,14,29,20,9,6,6,15,7,8,2,5,4,1,2,3,2,5,2,4,3,3,8,4,2,NA,1,2,NA,NA,1,2,1,1,2,NA,NA,2,3,NA,1,NA,2,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA
"2","AREA # 010101","Kachin","Myitkyina","Myitkyina","MMR001001","Myitkyina","Myitkyina","2","Yes - some difficulty",NA,2,1,2,1,1,1,2,6,3,3,3,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","AREA # 010101","Kachin","Myitkyina","Myitkyina","MMR001001","Myitkyina","Myitkyina","3","Yes - a lot of difficulty",NA,NA,1,NA,1,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","AREA # 010101","Kachin","Myitkyina","Myitkyina","MMR001001","Myitkyina","Myitkyina","4","Yes - cannot see at all",NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","AREA # 010102","Kachin","Myitkyina","Waingmaw","MMR001002","Waingmaw","Waingmaw","1","No - no difficulty",447,969,1140,1107,1156,1171,932,1133,1076,890,614,513,386,328,228,145,105,65,47,28,21,19,9,25,7,14,12,5,7,3,7,2,NA,2,2,8,3,NA,1,1,3,1,NA,2,2,NA,1,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6","AREA # 010102","Kachin","Myitkyina","Waingmaw","MMR001002","Waingmaw","Waingmaw","2","Yes - some difficulty",1,3,3,3,2,2,3,5,7,7,2,4,2,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","AREA # 010102","Kachin","Myitkyina","Waingmaw","MMR001002","Waingmaw","Waingmaw","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","AREA # 010102","Kachin","Myitkyina","Waingmaw","MMR001002","Waingmaw","Waingmaw","3","Yes - a lot of difficulty",NA,2,NA,3,NA,NA,NA,1,2,1,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","AREA # 010103","Kachin","Myitkyina","Ingyanyan","MMR001003","Injangyang","Ingyanyan","1","No - no difficulty",4,9,11,22,10,17,17,23,18,8,9,10,8,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","AREA # 010103","Kachin","Myitkyina","Ingyanyan","MMR001003","Injangyang","Ingyanyan","2","Yes - some difficulty",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","AREA # 010104","Kachin","Myitkyina","Tanaing","MMR001004","Tanai","Tanaing","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","AREA # 010104","Kachin","Myitkyina","Tanaing","MMR001004","Tanai","Tanaing","1","No - no difficulty",144,403,398,420,404,419,348,381,387,296,243,178,136,123,60,60,35,22,12,9,8,7,7,4,2,4,2,NA,1,1,3,NA,NA,2,1,2,NA,NA,NA,1,3,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","AREA # 010104","Kachin","Myitkyina","Tanaing","MMR001004","Tanai","Tanaing","2","Yes - some difficulty",NA,NA,2,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","AREA # 010104","Kachin","Myitkyina","Tanaing","MMR001004","Tanai","Tanaing","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","AREA # 010105","Kachin","Myitkyina","Chiphwe","MMR001005","Chipwi","Chiphwe","1","No - no difficulty",29,72,98,119,120,131,121,126,103,92,61,59,44,29,24,14,6,8,2,4,2,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","AREA # 010105","Kachin","Myitkyina","Chiphwe","MMR001005","Chipwi","Chiphwe","2","Yes - some difficulty",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","AREA # 010106","Kachin","Myitkyina","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw","1","No - no difficulty",24,62,53,75,72,79,66,67,76,68,38,33,20,18,10,5,3,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","AREA # 010106","Kachin","Myitkyina","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw","2","Yes - some difficulty",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","AREA # 010106","Kachin","Myitkyina","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","AREA # 010151","Kachin","Myitkyina","Hsinbo(ST)","MMR001001","Myitkyina","Hsinbo(ST)","1","No - no difficulty",28,98,88,102,114,101,109,116,85,63,49,42,13,18,12,10,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","AREA # 010151","Kachin","Myitkyina","Hsinbo(ST)","MMR001001","Myitkyina","Hsinbo(ST)","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","AREA # 010152","Kachin","Myitkyina","Hsadone(ST)","MMR001002","Waingmaw","Hsadone(ST)","1","No - no difficulty",38,99,119,131,129,126,111,127,123,97,93,62,56,48,33,23,14,15,7,7,4,5,3,4,2,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","AREA # 010152","Kachin","Myitkyina","Hsadone(ST)","MMR001002","Waingmaw","Hsadone(ST)","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","AREA # 010153","Kachin","Myitkyina","Kanpaikti(ST)","MMR001002","Waingmaw","Kanpaikti(ST)","1","No - no difficulty",21,49,64,81,68,101,81,88,94,75,55,48,32,41,12,13,9,7,5,4,4,1,3,4,NA,4,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","AREA # 010153","Kachin","Myitkyina","Kanpaikti(ST)","MMR001002","Waingmaw","Kanpaikti(ST)","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","AREA # 010154","Kachin","Myitkyina","Shinbwayyan(ST)","MMR001004","Tanai","Shinbwayyan(ST)","1","No - no difficulty",45,104,128,109,94,110,82,95,70,75,47,44,29,23,20,18,10,9,4,3,4,2,1,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","AREA # 010155","Kachin","Myitkyina","Panwa(ST)","MMR001005","Chipwi","Panwa(ST)","1","No - no difficulty",15,46,50,70,51,86,71,85,82,82,37,38,30,25,9,9,7,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"28","AREA # 010155","Kachin","Myitkyina","Panwa(ST)","MMR001005","Chipwi","Panwa(ST)","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","AREA # 010201","Kachin","Mohnyin","Mohnyin","MMR001007","Mohnyin","Mohnyin","2","Yes - some difficulty",2,NA,NA,3,NA,1,1,3,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","AREA # 010201","Kachin","Mohnyin","Mohnyin","MMR001007","Mohnyin","Mohnyin","1","No - no difficulty",468,1391,1702,1660,1633,1681,1453,1595,1577,1066,775,592,441,372,224,208,119,71,39,40,15,22,13,17,8,7,5,5,2,8,7,8,5,5,5,5,1,1,2,2,4,1,NA,2,3,1,NA,1,1,4,NA,2,2,1,NA,1,1,NA,1,NA,1,1,4,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"31","AREA # 010201","Kachin","Mohnyin","Mohnyin","MMR001007","Mohnyin","Mohnyin","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","AREA # 010202","Kachin","Mohnyin","Mogaung","MMR001008","Mogaung","Mogaung","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","AREA # 010202","Kachin","Mohnyin","Mogaung","MMR001008","Mogaung","Mogaung","1","No - no difficulty",419,1288,1425,1390,1366,1422,1291,1328,1311,917,679,544,427,354,223,168,78,64,36,31,21,20,19,13,8,6,5,10,3,5,7,3,5,3,2,NA,NA,3,2,1,4,NA,3,NA,2,4,2,3,2,NA,1,2,1,NA,NA,1,NA,1,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"34","AREA # 010202","Kachin","Mohnyin","Mogaung","MMR001008","Mogaung","Mogaung","2","Yes - some difficulty",NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","AREA # 010203","Kachin","Mohnyin","Phakant","MMR001009","Hpakant","Phakant","4","Yes - cannot see at all",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","AREA # 010203","Kachin","Mohnyin","Phakant","MMR001009","Hpakant","Phakant","1","No - no difficulty",366,1177,1442,1380,1239,1342,1140,1288,1325,978,751,679,568,504,318,225,136,99,73,50,34,33,21,22,15,16,20,8,11,6,7,7,7,3,6,6,5,5,5,4,5,3,1,1,3,3,NA,3,1,1,2,1,4,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","AREA # 010203","Kachin","Mohnyin","Phakant","MMR001009","Hpakant","Phakant","2","Yes - some difficulty",NA,1,2,2,1,2,NA,NA,5,2,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","AREA # 010203","Kachin","Mohnyin","Phakant","MMR001009","Hpakant","Phakant","3","Yes - a lot of difficulty",NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","AREA # 010251","Kachin","Mohnyin","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","AREA # 010251","Kachin","Mohnyin","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)","1","No - no difficulty",147,411,554,484,441,512,469,501,478,351,242,197,139,112,68,58,35,32,17,11,16,6,5,4,2,3,2,1,2,1,6,2,1,1,1,2,2,NA,1,1,1,2,NA,1,1,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","AREA # 010251","Kachin","Mohnyin","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)","2","Yes - some difficulty",NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","AREA # 010252","Kachin","Mohnyin","Kamine(ST)","MMR001009","Hpakant","Kamine(ST)","1","No - no difficulty",39,174,187,220,194,182,149,194,167,152,94,95,77,44,36,21,14,11,13,1,3,6,6,3,1,2,2,1,1,NA,2,NA,NA,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","AREA # 010301","Kachin","Bhamo","Bhamo","MMR001010","Bhamo","Bhamo","1","No - no difficulty",361,1120,1186,1178,1128,1102,1076,1114,1060,818,563,459,407,280,219,167,102,62,48,30,14,20,13,12,11,7,7,4,3,5,3,2,3,2,5,3,3,1,4,2,2,1,1,NA,3,1,1,3,1,1,NA,1,NA,3,2,2,NA,1,1,2,NA,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"44","AREA # 010301","Kachin","Bhamo","Bhamo","MMR001010","Bhamo","Bhamo","2","Yes - some difficulty",NA,NA,2,1,2,1,4,3,1,3,1,3,2,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","AREA # 010301","Kachin","Bhamo","Bhamo","MMR001010","Bhamo","Bhamo","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
