"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y15","y16","y17","HghAges"
"68","Sagaing","Sagaing","AREA # 050102","Myinmu","MMR005002","Myinmu","Myinmu",2,2,0,4
"69","Sagaing","Sagaing","AREA # 050103","Myaung","MMR005003","Myaung","Myaung",0,2,5,7
"70","Sagaing","Shwebo","AREA # 050201","Shwebo","MMR005004","Shwebo","Shwebo",5,3,4,12
"71","Sagaing","Shwebo","AREA # 050251","Kyaukmyaung(ST)","MMR005004","Shwebo","Kyaukmyaung(ST)",1,2,1,4
"72","Sagaing","Shwebo","AREA # 050202","Khin U","MMR005005","Khin-U","Khin U",2,4,4,10
"73","Sagaing","Shwebo","AREA # 050203","Wetlet","MMR005006","Wetlet","Wetlet",1,3,6,10
"74","Sagaing","Shwebo","AREA # 050204","Kambalu","MMR005007","Kanbalu","Kambalu",6,5,4,15
"75","Sagaing","Shwebo","AREA # 050205","Kyunhlau","MMR005008","Kyunhla","Kyunhlau",3,3,2,8
"76","Sagaing","Shwebo","AREA # 050206","Ye U","MMR005009","Ye-U","Ye U",0,6,4,10
"77","Sagaing","Shwebo","AREA # 050207","Depayin","MMR005010","Tabayin","Depayin",8,4,3,15
"78","Sagaing","Shwebo","AREA # 050208","Tasei","MMR005011","Taze","Tasei",4,8,6,18
"79","Sagaing","Monywa","AREA # 050301","Monywa","MMR005012","Monywa","Monywa",10,4,8,22
"80","Sagaing","Monywa","AREA # 050302","Butalin","MMR005013","Budalin","Butalin",1,6,4,11
"81","Sagaing","Monywa","AREA # 050303","Ayartaw","MMR005014","Ayadaw","Ayartaw",1,1,4,6
"82","Sagaing","Monywa","AREA # 050304","Chaung Oo","MMR005015","Chaung-U","Chaung Oo",0,6,3,9
"83","Sagaing","Yinmarpin","AREA # 050901","Yinmarpin","MMR005016","Yinmarbin","Yinmarpin",1,3,2,6
"84","Sagaing","Yinmarpin","AREA # 050904","Kani","MMR005017","Kani","Kani",4,0,2,6
"85","Sagaing","Yinmarpin","AREA # 050902","Salingyi","MMR005018","Salingyi","Salingyi",2,0,2,4
"86","Sagaing","Yinmarpin","AREA # 050903","Palae","MMR005019","Pale","Palae",5,2,5,12
"87","Sagaing","Katha","AREA # 050401","Katha","MMR005020","Katha","Katha",3,6,3,12
"88","Sagaing","Katha","AREA # 050402","Indaw","MMR005021","Indaw","Indaw",2,1,0,3
"89","Sagaing","Katha","AREA # 050403","Tigyaing","MMR005022","Tigyaing","Tigyaing",3,0,0,3
"90","Sagaing","Katha","AREA # 050404","Banmauk","MMR005023","Banmauk","Banmauk",3,1,5,9
"91","Sagaing","Katha","AREA # 050405","Kawlin","MMR005024","Kawlin","Kawlin",2,3,4,9
"92","Sagaing","Katha","AREA # 050406","Wuntho","MMR005025","Wuntho","Wuntho",2,0,2,4
"93","Sagaing","Katha","AREA # 050407","Pinlebu","MMR005026","Pinlebu","Pinlebu",4,4,2,10
"94","Sagaing","Kalay","AREA # 050501","Kalay","MMR005027","Kale","Kalay",8,12,6,26
"95","Sagaing","Kalay","AREA # 050502","Kalewa","MMR005028","Kalewa","Kalewa",2,0,0,2
"96","Sagaing","Kalay","AREA # 050503","Mingin","MMR005029","Mingin","Mingin",1,1,2,4
"97","Sagaing","Tamu","AREA # 050601","Tamu","MMR005030","Tamu","Tamu",3,1,2,6
"98","Sagaing","Tamu","AREA # 050651","Myothit(ST)","MMR005030","Tamu","Myothit(ST)",1,0,1,2
"99","Sagaing","Tamu","AREA # 050652","Khampat(ST)","MMR005030","Tamu","Khampat(ST)",2,1,2,5
"100","Sagaing","Mawlaik","AREA # 050701","Mawlaik","MMR005031","Mawlaik","Mawlaik",1,1,0,2
"101","Sagaing","Mawlaik","AREA # 050702","Phaungpyin","MMR005032","Paungbyin","Phaungpyin",5,5,5,15
"102","Sagaing","Hkamti","AREA # 050801","Hkamti","MMR005033","Hkamti","Hkamti",1,4,2,7
"103","Sagaing","Hkamti","AREA # 050802","Homalin","MMR005034","Homalin","Homalin",3,6,3,12
"104","Sagaing","Hkamti","AREA # 050803","Leshi","MMR005035","Lay Shi","Leshi",0,0,0,0
"105","Sagaing","Hkamti","AREA # 050851","Mobaingluk(ST)","MMR005035","Lay Shi","Mobaingluk(ST)",0,0,0,0
"106","Sagaing","Hkamti","AREA # 050852","Sonemara(ST)","MMR005035","Lay Shi","Sonemara(ST)",0,0,0,0
"107","Sagaing","Hkamti","AREA # 050804","Lahe","MMR005036","Lahe","Lahe",1,0,2,3
"108","Sagaing","Hkamti","AREA # 050853","Htanparkway(ST)","MMR005036","Lahe","Htanparkway(ST)",0,0,0,0
"109","Sagaing","Hkamti","AREA # 050805","Nanyun","MMR005037","Nanyun","Nanyun",0,0,1,1
"110","Sagaing","Hkamti","AREA # 050854","Pansaung(ST)","MMR005037","Nanyun","Pansaung(ST)",0,2,0,2
"111","Sagaing","Hkamti","AREA # 050855","Donhee(ST)","MMR005037","Nanyun","Donhee(ST)",1,0,0,1
"112","Tanintharyi","Dawei","AREA # 060151","Myitta(ST)","MMR006001","Dawei","Myitta(ST)",2,1,1,4
"113","Tanintharyi","Dawei","AREA # 060101","Dawei","MMR006001","Dawei","Dawei",1,5,1,7
"114","Tanintharyi","Dawei","AREA # 060102","Lounglon","MMR006002","Launglon","Lounglon",3,4,4,11
"115","Tanintharyi","Dawei","AREA # 060103","Thayetchaung","MMR006003","Thayetchaung","Thayetchaung",6,6,2,14
"116","Tanintharyi","Dawei","AREA # 060104","Yebyu","MMR006004","Yebyu","Yebyu",4,3,1,8
"117","Tanintharyi","Dawei","AREA # 060152","Kaleinaung(ST)","MMR006004","Yebyu","Kaleinaung(ST)",1,0,1,2
"118","Tanintharyi","Myeik","AREA # 060201","Myeik","MMR006005","Myeik","Myeik",7,4,4,15
"119","Tanintharyi","Myeik","AREA # 060202","Kyunsu","MMR006006","Kyunsu","Kyunsu",9,9,5,23
"120","Tanintharyi","Myeik","AREA # 060251","Palauk(ST)","MMR006007","Palaw","Palauk(ST)",1,3,1,5
"121","Tanintharyi","Myeik","AREA # 060203","Palaw","MMR006007","Palaw","Palaw",1,5,5,11
"122","Tanintharyi","Myeik","AREA # 060204","Tanintharyi","MMR006008","Tanintharyi","Tanintharyi",7,2,5,14
"123","Tanintharyi","Kawthoung","AREA # 060301","Kawthoung","MMR006009","Kawthoung","Kawthoung",8,1,4,13
"124","Tanintharyi","Kawthoung","AREA # 060351","Khamaukgyi","MMR006009","Kawthoung","Khamaukgyi",1,1,1,3
"125","Tanintharyi","Kawthoung","AREA # 060302","Bokepyin","MMR006010","Bokpyin","Bokepyin",1,0,1,2
"126","Tanintharyi","Kawthoung","AREA # 060353","Karathuri(ST)","MMR006010","Bokpyin","Karathuri(ST)",2,0,0,2
"127","Tanintharyi","Kawthoung","AREA # 060352","Pyigyimandaing","MMR006010","Bokpyin","Pyigyimandaing",1,0,2,3
"128","Bago","Bago","AREA # 070101","Bago","MMR007001","Bago","Bago",8,5,9,22
"129","Bago","Bago","AREA # 070102","Tanatpin","MMR007002","Thanatpin","Tanatpin",3,2,2,7
"130","Bago","Bago","AREA # 070103","Kawa","MMR007003","Kawa","Kawa",8,2,2,12
"131","Bago","Bago","AREA # 070104","Waw","MMR007004","Waw","Waw",4,3,3,10
"132","Bago","Bago","AREA # 070105","Nyaunglebin","MMR007005","Nyaunglebin","Nyaunglebin",4,7,6,17
"133","Bago","Bago","AREA # 070106","Kyauktaga","MMR007006","Kyauktaga","Kyauktaga",4,6,7,17
"134","Bago","Bago","AREA # 070107","Daik U","MMR007007","Daik-U","Daik U",3,2,8,13
"135","Bago","Bago","AREA # 070108","Shwegyin","MMR007008","Shwegyin","Shwegyin",6,4,4,14
"136","Bago","Toungoo","AREA # 070201","Toungoo","MMR007009","Taungoo","Toungoo",7,5,8,20
"137","Bago","Toungoo","AREA # 070202","Yaedashe","MMR007010","Yedashe","Yaedashe",4,5,4,13
"138","Bago","Toungoo","AREA # 070203","Kyaukkyi","MMR007011","Kyaukkyi","Kyaukkyi",3,2,2,7
"139","Bago","Toungoo","AREA # 070204","Pyu","MMR007012","Phyu","Pyu",5,8,8,21
"140","Bago","Toungoo","AREA # 070205","Oatwin","MMR007013","Oktwin","Oatwin",7,2,4,13
"141","Bago","Toungoo","AREA # 070206","Htantapin","MMR007014","Htantabin","Htantapin",1,2,2,5
"142","Bago","Pyay","AREA # 070301","Pyay","MMR008001","Pyay","Pyay",3,5,3,11
"143","Bago","Pyay","AREA # 070302","Paukkhaung","MMR008002","Paukkhaung","Paukkhaung",3,5,1,9
"144","Bago","Pyay","AREA # 070303","Padaung","MMR008003","Padaung","Padaung",3,4,2,9
"145","Bago","Pyay","AREA # 070304","Paunde","MMR008004","Paungde","Paunde",3,1,5,9
"146","Bago","Pyay","AREA # 070305","Thegon","MMR008005","Thegon","Thegon",3,4,4,11
"147","Bago","Pyay","AREA # 070306","Shwedaung","MMR008006","Shwedaung","Shwedaung",0,2,2,4
"148","Bago","Tharyarwaddy","AREA # 070401","Tharyarwaddy","MMR008007","Thayarwady","Tharyarwaddy",2,3,7,12
"149","Bago","Tharyarwaddy","AREA # 070402","Letpadan","MMR008008","Letpadan","Letpadan",5,4,5,14
"150","Bago","Tharyarwaddy","AREA # 070403","Minhla","MMR008009","Minhla","Minhla",2,4,0,6
"151","Bago","Tharyarwaddy","AREA # 070404","Okpo","MMR008010","Okpho","Okpo",3,5,6,14
"152","Bago","Tharyarwaddy","AREA # 070405","Zigon","MMR008011","Zigon","Zigon",1,0,1,2
"153","Bago","Tharyarwaddy","AREA # 070406","Nattalin","MMR008012","Nattalin","Nattalin",0,4,3,7
"154","Bago","Tharyarwaddy","AREA # 070407","Monyo","MMR008013","Monyo","Monyo",3,3,2,8
"155","Bago","Tharyarwaddy","AREA # 070408","Gyobingauk","MMR008014","Gyobingauk","Gyobingauk",5,2,0,7
"156","Magway","Magway","AREA # 080101","Magway","MMR009001","Magway","Magway",5,3,1,9
"157","Magway","Magway","AREA # 080102","Yenangyoung","MMR009002","Yenangyaung","Yenangyoung",3,2,5,10
"158","Magway","Magway","AREA # 080103","Chauk","MMR009003","Chauk","Chauk",3,5,2,10
"159","Magway","Magway","AREA # 080104","Taungdwingyi","MMR009004","Taungdwingyi","Taungdwingyi",10,4,8,22
"160","Magway","Magway","AREA # 080105","Myothit","MMR009005","Myothit","Myothit",3,6,5,14
"161","Magway","Magway","AREA # 080106","Natmauk","MMR009006","Natmauk","Natmauk",4,0,0,4
"162","Magway","Minbu","AREA # 080201","Minbu","MMR009007","Minbu","Minbu",2,4,6,12
"163","Magway","Minbu","AREA # 080202","Pwint Phyu","MMR009008","Pwintbyu","Pwint Phyu",4,1,2,7
"164","Magway","Minbu","AREA # 080203","Ngape","MMR009009","Ngape","Ngape",2,1,1,4
"165","Magway","Minbu","AREA # 080204","Salin","MMR009010","Salin","Salin",5,2,3,10
"166","Magway","Minbu","AREA # 080205","Saytottara","MMR009011","Sidoktaya","Saytottara",1,1,1,3
"167","Magway","Thayet","AREA # 080301","Thayet","MMR009012","Thayet","Thayet",3,2,2,7
"168","Magway","Thayet","AREA # 080302","Minhla","MMR009013","Minhla","Minhla",0,2,4,6
"169","Magway","Thayet","AREA # 080303","Mindon","MMR009014","Mindon","Mindon",2,1,1,4
"170","Magway","Thayet","AREA # 080304","Kamma","MMR009015","Kamma","Kamma",0,4,4,8
"171","Magway","Thayet","AREA # 080305","Aunglan","MMR009016","Aunglan","Aunglan",6,3,7,16
"172","Magway","Thayet","AREA # 080306","Sinpaungwe`","MMR009017","Sinbaungwe","Sinpaungwe`",2,2,2,6
"173","Magway","Pakokku","AREA # 080401","Pakokku","MMR009018","Pakokku","Pakokku",11,5,8,24
"174","Magway","Pakokku","AREA # 080402","Yesagyo","MMR009019","Yesagyo","Yesagyo",2,7,2,11
"175","Magway","Pakokku","AREA # 080403","Myaing","MMR009020","Myaing","Myaing",7,11,5,23
"176","Magway","Pakokku","AREA # 080404","Pauk","MMR009021","Pauk","Pauk",10,5,5,20
"177","Magway","Pakokku","AREA # 080405","Seikphyu","MMR009022","Seikphyu","Seikphyu",2,3,4,9
"178","Magway","Gangaw","AREA # 080501","Gangaw","MMR009023","Gangaw","Gangaw",6,2,5,13
"179","Magway","Gangaw","AREA # 080502","Htilin","MMR009024","Tilin","Htilin",1,0,0,1
"180","Magway","Gangaw","AREA # 080503","Saw","MMR009025","Saw","Saw",1,1,0,2
"181","Magway","Gangaw","AREA # 080551","Kyaukhtu(ST)","MMR009025","Saw","Kyaukhtu(ST)",1,0,1,2
"182","Mandalay","Mandalay","AREA # 090101","Aungmyetharzan","MMR010001","Aungmyaythazan","Aungmyetharzan",2,3,3,8
"183","Mandalay","Mandalay","AREA # 090102","Chanayeharzan","MMR010002","Chanayethazan","Chanayeharzan",0,2,1,3
"184","Mandalay","Mandalay","AREA # 090103","Mahaaungmye","MMR010003","Mahaaungmyay","Mahaaungmye",3,3,1,7
"185","Mandalay","Mandalay","AREA # 090104","Chanmyatharzi","MMR010004","Chanmyathazi","Chanmyatharzi",4,2,5,11
"186","Mandalay","Mandalay","AREA # 090105","Pyigyidagun","MMR010005","Pyigyitagon","Pyigyidagun",2,6,9,17
"187","Mandalay","Mandalay","AREA # 090106","Amarapura","MMR010006","Amarapura","Amarapura",7,6,1,14
"188","Mandalay","Mandalay","AREA # 090107","Patheingyi","MMR010007","Patheingyi","Patheingyi",9,8,5,22
"189","Mandalay","Pyin Oo Lwin","AREA # 090201","Pyin Oo Lwin","MMR010008","Pyinoolwin","Pyin Oo Lwin",0,5,2,7
"190","Mandalay","Pyin Oo Lwin","AREA # 090202","Madaya","MMR010009","Madaya","Madaya",7,5,5,17
"191","Mandalay","Pyin Oo Lwin","AREA # 090203","Sinku","MMR010010","Singu","Sinku",4,4,2,10
"192","Mandalay","Pyin Oo Lwin","AREA # 090204","Mogok","MMR010011","Mogoke","Mogok",4,6,1,11
"193","Mandalay","Pyin Oo Lwin","AREA # 090205","Thabeikkyin","MMR010012","Thabeikkyin","Thabeikkyin",1,1,0,2
"194","Mandalay","Pyin Oo Lwin","AREA # 090251","Tagaung","MMR010012","Thabeikkyin","Tagaung",2,0,0,2
"195","Mandalay","Kyaukse","AREA # 090301","Kyaukse","MMR010013","Kyaukse","Kyaukse",6,1,4,11
"196","Mandalay","Kyaukse","AREA # 090302","Singaing","MMR010014","Sintgaing","Singaing",2,5,1,8
"197","Mandalay","Kyaukse","AREA # 090303","Myitthar","MMR010015","Myittha","Myitthar",3,3,2,8
"198","Mandalay","Kyaukse","AREA # 090304","Tada U","MMR010016","Tada-U","Tada U",0,4,2,6
"199","Mandalay","Myingyan","AREA # 090401","Myingyan","MMR010017","Myingyan","Myingyan",9,6,3,18
"200","Mandalay","Myingyan","AREA # 090402","Taungtha","MMR010018","Taungtha","Taungtha",4,2,6,12
"201","Mandalay","Myingyan","AREA # 090403","Natogyi","MMR010019","Natogyi","Natogyi",4,2,2,8
"202","Mandalay","Nyaung U","AREA # 090404","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung",1,8,3,12
"203","Mandalay","Myingyan","AREA # 090405","Ngazun","MMR010021","Ngazun","Ngazun",2,1,1,4
"204","Mandalay","Nyaung U","AREA # 090501","Nyaung U","MMR010022","Nyaung-U","Nyaung U",4,2,0,6
"205","Mandalay","Nyaung U","AREA # 090551","Ngathayauk","MMR010022","Nyaung-U","Ngat",1,2,3,6
"206","Mandalay","Yame`thin","AREA # 090601","Yame`thin","MMR010023","Yamethin","Yame`thin",8,7,7,22
"207","Mandalay","Yame`thin","AREA # 090602","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe",7,4,4,15
"208","Mandalay","Meiktila","AREA # 090701","Meiktila","MMR010028","Meiktila","Meiktila",7,5,9,21
"209","Mandalay","Meiktila","AREA # 090702","Mahlaing","MMR010029","Mahlaing","MahlYaing",4,7,5,16
"210","Mandalay","Meiktila","AREA # 090703","Thazi","MMR010030","Thazi","Thazi",5,5,5,15
"211","Mandalay","Meiktila","AREA # 090704","Wundwin","MMR010031","Wundwin","Wundwin",4,6,4,14
"212","Mon","Mawlamyine","AREA # 100101","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine",8,10,9,27
"213","Mon","Mawlamyine","AREA # 100102","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw",7,4,8,19
"214","Mon","Mawlamyine","AREA # 100103","Chaungzon","MMR011003","Chaungzon","Chaungzon",4,2,5,11
"215","Mon","Mawlamyine","AREA # 100104","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat",4,3,1,8
"216","Mon","Mawlamyine","AREA # 100105","Mudon","MMR011005","Mudon","Mudon",3,7,2,12
"217","Mon","Mawlamyine","AREA # 100106","Ye","MMR011006","Ye","Ye",7,2,5,14
"218","Mon","Mawlamyine","AREA # 100152","Khawzar","MMR011006","Ye","Khawzar",0,1,1,2
"219","Mon","Mawlamyine","AREA # 100151","Lamine","MMR011006","Ye","Lamine",3,1,0,4
"220","Mon","Thaton","AREA # 100201","Thaton","MMR011007","Thaton","Thaton",9,6,8,23
"221","Mon","Thaton","AREA # 100202","Paung","MMR011008","Paung","Paung",7,6,5,18
"222","Mon","Thaton","AREA # 100203","Kyaikto","MMR011009","Kyaikto","Kyaikto",3,6,8,17
"223","Mon","Thaton","AREA # 100204","Bilin","MMR011010","Bilin","Bilin",13,4,7,24
"224","Rakhine","Sittway","AREA # 110101","Sittway","MMR012001","Sittwe","Sittway",3,3,3,9
"225","Rakhine","Sittway","AREA # 110102","Ponnagyun","MMR012002","Ponnagyun","Ponnagyun",4,3,2,9
"226","Rakhine","Myauk U","AREA # 110201","Myauk U","MMR012003","Mrauk-U","Myauk U",5,10,5,20
"227","Rakhine","Myauk U","AREA # 110202","Kyauktaw","MMR012004","Kyauktaw","Kyauktaw",4,3,3,10
"228","Rakhine","Myauk U","AREA # 110203","Minbya","MMR012005","Minbya","Minbya",5,5,6,16
"229","Rakhine","Myauk U","AREA # 110204","Myebon","MMR012006","Myebon","Myebon",7,7,3,17
"230","Rakhine","Sittway","AREA # 110103","Pauktaw","MMR012007","Pauktaw","Pauktaw",3,4,4,11
"231","Rakhine","Sittway","AREA # 110104","Yethedaung","MMR012008","Rathedaung","Yethedaung",2,2,6,10
"232","Rakhine","Maungtaw","AREA # 110351","Taungpyoletwe(ST)","MMR012009","Maungdaw","Taungpyoletwe(ST)",0,0,0,0
"233","Rakhine","Maungtaw","AREA # 110301","Maungtaw","MMR012009","Maungdaw","Maungtaw",2,0,0,2
"234","Rakhine","Maungtaw","AREA # 110302","Buthidaung","MMR012010","Buthidaung","Buthidaung",1,0,2,3
"235","Rakhine","Kyaukpyu","AREA # 110401","Kyaukpyu","MMR012011","Kyaukpyu","Kyaukpyu",3,5,1,9
"236","Rakhine","Kyaukpyu","AREA # 110402","Mannaung","MMR012012","Munaung","Mannaung",2,1,0,3
"237","Rakhine","Kyaukpyu","AREA # 110403","Yanbye","MMR012013","Ramree","Yanbye",2,1,0,3
"238","Rakhine","Kyaukpyu","AREA # 110404","An","MMR012014","Ann","An",3,2,1,6
"239","Rakhine","Thandwe","AREA # 110501","Thandwe","MMR012015","Thandwe","Thandwe",3,3,2,8
"240","Rakhine","Thandwe","AREA # 110551","Maei(ST)","MMR012016","Toungup","Maei(ST)",4,1,0,5
"241","Rakhine","Thandwe","AREA # 110502","Toungup","MMR012016","Toungup","Toungup",2,2,3,7
"242","Rakhine","Thandwe","AREA # 110503","Gwa","MMR012017","Gwa","Gwa",0,1,4,5
"243","Rakhine","Thandwe","AREA # 110552","Kyeintali(ST)","MMR012017","Gwa","Kyeintali(ST)",1,0,0,1
