"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"11","Kachin","Myitkyina","AREA # 010106","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw",0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
"12","Kachin","Mohnyin","AREA # 010251","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)",1,1,0,0,0,0,1,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,3,2,0,1,1,2,2,1,1,1,0,1,0,1,1,0,1,0,5,1,1,1,0,1,0,1,2,1,0,0,0,1,1,1,0,1,2,1,0,0,4,1,0,3,2,1,4,1,1,1,1,2,1,3,2,0,2,0,4
"13","Kachin","Mohnyin","AREA # 010201","Mohnyin","MMR001007","Mohnyin","Mohnyin",11,2,1,5,6,3,1,0,3,2,5,1,2,3,1,1,1,1,2,0,1,0,2,1,1,2,1,0,3,1,3,2,2,2,2,0,1,0,0,0,3,0,1,1,2,1,0,3,3,1,0,3,1,0,4,2,0,2,5,4,5,1,2,3,5,2,1,3,0,3,5,1,3,5,2,10,2,3,1,2,4,3,1,3,3,3,2,0,1,0,5
"14","Kachin","Mohnyin","AREA # 010202","Mogaung","MMR001008","Mogaung","Mogaung",0,1,1,2,1,8,1,3,2,2,2,1,2,1,1,5,1,1,2,1,4,3,3,2,2,1,4,2,2,0,2,0,1,1,1,5,1,1,3,3,0,1,1,4,3,4,1,0,1,0,3,5,4,0,0,2,1,2,1,0,2,4,1,1,1,0,2,1,0,1,9,0,2,0,3,4,3,3,1,2,2,2,1,4,1,3,0,1,2,1,4
"15","Kachin","Mohnyin","AREA # 010203","Phakant","MMR001009","Hpakant","Phakant",16,3,3,2,2,3,3,3,2,3,2,4,4,1,5,1,0,0,3,3,0,1,1,3,3,3,3,3,3,2,2,2,1,4,2,7,4,1,0,2,3,0,7,4,1,6,4,4,4,3,3,2,7,6,7,3,2,7,4,3,4,0,2,5,4,4,4,5,3,1,6,3,1,2,1,4,0,4,3,0,8,2,3,0,1,2,0,0,1,1,4
"16","Kachin","Mohnyin","AREA # 010252","Kamine(ST)","MMR001009","Hpakant","Kamine(ST)",0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,0,2,0,0,0,2,0
"17","Kachin","Bhamo","AREA # 010301","Bhamo","MMR001010","Bhamo","Bhamo",20,2,2,7,2,4,4,3,1,8,5,2,5,6,2,1,2,2,2,2,3,4,2,2,3,7,4,4,1,0,8,3,9,7,8,3,5,4,3,1,4,3,5,4,4,5,5,0,5,3,4,6,6,3,5,7,6,4,5,1,5,4,5,7,6,9,2,8,8,8,8,4,7,3,6,11,3,5,7,0,7,0,2,3,2,5,0,2,2,1,5
"18","Kachin","Bhamo","AREA # 010351","Myohla(ST)","MMR001011","Shwegu","Myohla(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Kachin","Bhamo","AREA # 010302","Shwegu","MMR001011","Shwegu","Shwegu",18,3,0,2,2,1,1,2,1,2,7,4,1,3,0,3,3,1,1,2,0,4,1,1,3,3,1,3,0,1,0,0,2,1,1,2,1,1,1,2,2,0,2,2,0,3,1,2,3,3,1,1,3,1,6,5,2,1,1,2,6,4,5,4,6,2,7,4,1,4,2,1,2,0,3,3,1,5,2,2,6,2,5,3,1,0,1,2,1,1,2
"20","Kachin","Bhamo","AREA # 010352","Lwe`ge`(ST)","MMR001012","Momauk","Lwe`ge`(ST)",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,1,2,0,0,0,3,0,0,1,0,2,2,1,1,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,0,3,3,0,0,1,1,2,0,0,2,0,0,0,1,1,0,1
"21","Kachin","Bhamo","AREA # 010353","Dotphoneyan(ST)","MMR001012","Momauk","Dotphoneyan(ST)",1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,3,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"22","Kachin","Bhamo","AREA # 010303","Momauk","MMR001012","Momauk","Momauk",1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,2,0,1,0,0,1,0,2,2,1,2,2,1,1,2,0,0,0,2,1,0,1,0,0,2,1,2,4,0,0,0,1,1,0,3,1,1,0,1,0,1,4,2,1,0,2,5,2,0,0,1,0,1,4,1,1,3,0,1,4,0,7,0,1,1,2,1,1,0,0,0,6
"23","Kachin","Bhamo","AREA # 010304","Mansi","MMR001013","Mansi","Mansi",4,3,2,1,0,0,0,3,1,1,3,0,1,0,0,2,1,0,0,0,0,1,2,0,2,3,3,4,3,2,1,0,3,0,0,2,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,1,2,3,1,0,2,2,2,0,1,1,3,0,0,3,0,0,1,1,3,3,2,0,1,3,3,5,0,1,2,0,1,0,1,2,1,0,0,0,2
"24","Kachin","Putao","AREA # 010401","Putao","MMR001014","Puta-O","Putao",9,0,0,1,0,2,4,0,3,3,4,0,2,3,2,2,2,3,1,0,2,2,1,2,3,7,2,0,1,2,1,0,4,0,1,0,2,3,0,0,3,2,1,5,3,1,1,1,1,1,7,1,3,1,1,2,0,1,3,1,3,0,1,3,4,2,1,4,2,2,5,0,2,2,4,3,2,0,4,1,7,1,3,2,5,2,0,0,0,1,17
"25","Kachin","Putao","AREA # 010402","Sumprabum","MMR001015","Sumprabum","Sumprabum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"26","Kachin","Putao","AREA # 010403","Machanbaw","MMR001016","Machanbaw","Machanbaw",3,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,2,0,2,0,0,1,0,1,0,1,1,0,3,2,0,0,0,1,0,0,2,0,2,0,1,2,2,1,0,0,1,1,2,0,0,0,4,1,2,1,0,0,2,0,0,1,0,0,0,1,0,0,4
"27","Kachin","Putao","AREA # 010451","Pannandin(ST)","MMR001017","Nawngmun","Pannandin(ST)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,4
"28","Kachin","Putao","AREA # 010405","Naungmoon","MMR001017","Nawngmun","Naungmoon",2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3
"29","Kachin","Putao","AREA # 010404","Khaunglanphoo","MMR001018","Khaunglanhpu","Khaunglanphoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,3,0,1,0,1,0,1,4,0,2,0,0,2,0,0,1,1,3,0,1,0,0,0,0,1,4
"30","Kayah","Loikaw","AREA # 020101","Loikaw","MMR002001","Loikaw","Loikaw",4,2,5,3,3,3,6,2,1,4,2,2,3,4,3,3,3,5,4,3,3,4,4,1,2,7,7,1,3,7,2,2,4,1,5,6,1,8,5,6,6,5,4,5,6,5,6,3,2,5,8,6,6,6,5,12,4,2,5,9,9,5,6,5,5,8,5,12,7,4,12,2,4,8,3,12,7,4,7,8,11,3,6,5,5,1,5,3,1,1,13
"31","Kayah","Loikaw","AREA # 020102","Dimawso","MMR002002","Demoso","Dimawso",30,16,5,5,5,2,1,0,1,0,0,2,4,2,4,3,1,0,1,1,1,1,0,2,2,2,2,1,3,1,2,1,4,1,1,2,2,4,3,2,4,0,1,4,0,6,1,0,5,1,3,5,2,3,8,1,3,4,4,6,3,1,0,3,5,1,4,3,2,5,8,3,3,3,5,0,2,2,3,4,5,3,2,5,1,7,4,4,0,4,4
"32","Kayah","Loikaw","AREA # 020103","Phruso","MMR002003","Hpruso","Phruso",0,0,0,1,0,0,3,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,2,0,1,0,2,1,0,1,0,0,2,0,2,1,0,0,0,2,3,0,3,1,3,3,3,3,2,1,2,1,4,1,0,1,1,1,3,0,2,0,4,1,2,2,1,0,0,0,0,2,2
"33","Kayah","Loikaw","AREA # 020104","Shardaw","MMR002004","Shadaw","Shardaw",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"34","Kayah","Bawlakhe","AREA # 020201","Bawlakhe","MMR002005","Bawlake","Bawlakhe",0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"35","Kayah","Bawlakhe","AREA # 020251","Ywathit(ST)","MMR002005","Bawlake","Ywathit(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Kayah","Bawlakhe","AREA # 020202","Parsaung","MMR002006","Hpasawng","Parsaung",0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0
"37","Kayah","Bawlakhe","AREA # 020203","Meisi","MMR002007","Mese","Meisi",0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Kayin","Hpa-an","AREA # 030101","Hpa-an","MMR003001","Hpa-An","Hpa-an",111,44,20,19,8,13,13,7,9,10,13,11,10,9,7,8,2,7,12,7,8,5,4,5,6,9,8,6,4,5,10,5,12,8,2,11,4,7,13,9,23,8,12,7,7,11,3,12,11,11,34,8,12,20,9,18,18,20,17,21,20,14,21,22,16,26,25,24,21,6,35,4,27,18,16,30,14,5,27,7,30,12,5,19,13,23,11,12,11,4,37
"39","Kayin","Hpa-an","AREA # 030151","Paingkyon(ST)","MMR003002","Hlaingbwe","Paingkyon(ST)",31,6,7,4,3,6,3,4,7,1,1,2,3,2,4,3,5,3,3,3,6,1,1,0,0,2,3,1,3,1,3,2,6,0,4,4,5,1,4,1,5,0,3,2,5,10,4,3,3,3,9,3,6,3,3,3,1,2,8,0,9,0,2,6,2,8,1,5,2,4,26,1,6,7,5,15,2,6,6,2,30,2,7,2,4,12,5,4,2,1,21
"40","Kayin","Hpa-an","AREA # 030152","Shan Ywathit(ST)","MMR003002","Hlaingbwe","Shan Ywathit(ST)",0,0,0,1,1,0,2,1,1,1,1,3,1,2,2,3,4,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"41","Kayin","Hpa-an","AREA # 030102","Hlaingbwe","MMR003002","Hlaingbwe","Hlaingbwe",42,16,5,8,6,3,4,4,3,3,4,5,4,2,7,3,3,3,2,5,6,3,3,2,3,3,0,1,0,3,4,0,4,2,1,4,3,1,2,3,3,3,5,4,3,5,1,3,4,1,10,3,8,2,2,5,4,5,5,7,9,9,1,4,6,10,12,8,8,4,13,7,5,7,6,16,5,5,5,3,15,5,3,4,5,10,1,3,4,1,12
"42","Kayin","Pharpon","AREA # 030201","Pharpon","MMR003003","Hpapun","Pharpon",3,3,0,1,2,1,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,2,1,1,1,0,2,0,2,1,1,4,1,5,1,2,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,3,0,1,0,0,0,1,0,1,1,2,0,0,1,0,1,0,2,0,0,1
"43","Kayin","Pharpon","AREA # 030251","Kamamaung(ST}","MMR003003","Hpapun","Kamamaung(ST}",6,2,6,1,0,0,1,2,0,1,0,0,1,2,0,0,0,5,1,1,1,1,0,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,1,3,0,0,1,1,1,0,1,0,0,2,1,3,2,1,2,2,1,2,4,3,2,0,0,0,0,0,1,1,1,3,0,0,1,1,1,0,2,1,0,0,1,0,1,0,3
"44","Kayin","Hpa-an","AREA # 030154","Bawgali(ST)","MMR003004","Thandaunggyi","Bawgali(ST)",11,7,6,6,3,2,0,1,0,1,1,2,0,1,1,1,0,0,0,0,2,1,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,2,0,0,0,1,1,1,1,1,0,3,1,1,1,0,2,2,0,2,0,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"45","Kayin","Hpa-an","AREA # 030153","Leiktho(ST)","MMR003004","Thandaunggyi","Leiktho(ST)",1,4,2,4,2,3,5,4,3,4,1,2,1,1,3,0,0,0,3,1,3,0,2,3,2,3,2,3,1,0,2,3,1,1,1,3,2,3,1,1,2,1,5,1,2,6,2,3,8,5,9,1,2,1,1,3,6,2,4,2,7,2,7,10,5,5,2,2,3,1,11,4,6,5,3,5,1,0,8,1,1,0,1,3,3,3,0,0,1,1,3
"46","Kayin","Hpa-an","AREA # 030103","Thandaunggyi","MMR003004","Thandaunggyi","Thandaunggyi",2,4,3,1,0,1,1,0,2,0,1,1,0,0,1,1,3,0,3,1,2,0,0,0,1,1,1,2,0,3,2,1,2,2,0,1,2,1,1,2,3,2,1,2,2,5,3,1,0,0,1,1,2,0,0,2,2,1,1,0,3,0,1,0,2,2,0,0,0,1,2,1,0,2,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,6
"47","Kayin","Myawady","AREA # 030301","Myawady","MMR003005","Myawaddy","Myawady",9,5,5,2,10,6,4,1,7,2,1,2,9,4,4,0,5,4,0,3,5,4,0,3,5,2,6,2,3,0,9,7,2,4,6,5,4,3,9,6,7,4,8,4,3,9,5,5,7,4,6,4,3,4,6,9,6,7,6,4,8,5,6,6,9,7,4,0,2,0,13,1,3,3,3,4,2,0,2,3,1,2,1,2,1,4,0,1,2,0,4
"48","Kayin","Myawady","AREA # 030352","Wawlaymyaing(ST)","MMR003005","Myawaddy","Wawlaymyaing(ST)",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Kayin","Myawady","AREA # 030351","Sugali(ST)","MMR003005","Myawaddy","Sugali(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Kayin","Kawkareik","AREA # 030401","Kawkareik","MMR003006","Kawkareik","Kawkareik",97,25,13,11,7,7,6,5,6,3,12,1,6,5,4,7,5,3,4,2,8,3,4,6,2,6,5,4,6,7,8,1,5,3,10,7,5,12,6,8,11,5,13,11,10,14,16,8,14,4,18,9,13,14,5,20,10,4,19,5,23,5,16,8,11,16,15,15,9,9,26,10,11,13,13,29,10,9,15,9,26,8,9,12,5,12,6,8,4,3,34
"51","Kayin","Kawkareik","AREA # 030402","Kyarinseikkyi","MMR003007","Kyainseikgyi","Kyarinseikkyi",32,15,13,11,3,3,2,4,3,2,3,1,3,6,2,2,5,1,3,2,5,4,8,4,1,2,3,3,5,6,5,2,6,8,4,2,5,2,2,0,6,0,7,4,4,2,1,3,2,0,8,2,8,7,6,5,4,4,7,3,11,3,7,5,4,9,2,12,4,1,10,5,4,9,1,13,3,2,6,4,10,3,7,7,4,5,4,5,1,2,15
"52","Kayin","Kawkareik","AREA # 030451","Payarthonezu(ST)","MMR003007","Kyainseikgyi","Payarthonezu(ST)",28,7,3,1,1,3,6,4,3,5,6,0,6,6,1,1,3,3,3,3,4,1,1,2,1,3,1,0,4,3,2,1,2,1,2,1,1,1,2,0,6,1,1,1,2,4,3,3,2,4,4,0,1,6,4,5,3,4,4,1,8,6,4,7,2,3,3,7,4,1,10,1,1,4,2,4,2,2,6,0,10,2,3,4,0,3,3,1,1,0,5
"53","Kayin","Kawkareik","AREA # 030452","Kyaidon(ST)","MMR003007","Kyainseikgyi","Kyaidon(ST)",43,8,8,6,2,1,3,0,7,2,1,0,2,5,1,2,1,1,2,2,2,1,1,2,3,1,1,3,3,0,1,1,1,0,2,4,2,0,3,0,0,2,0,5,1,2,0,2,2,2,2,3,4,1,0,2,0,0,0,0,6,0,2,4,0,1,1,2,2,0,5,2,3,1,2,3,2,1,1,1,9,0,1,4,2,0,2,3,2,1,9
"54","Chin","Falam","AREA # 040251","Rihkhuadal(ST)","MMR004001","Falam","Rihkhuadal(ST)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"55","Chin","Falam","AREA # 040201","Falam","MMR004001","Falam","Falam",0,0,0,0,2,1,2,1,2,1,2,2,2,2,0,0,4,0,3,0,3,2,1,4,2,1,2,2,1,2,4,1,3,2,1,2,2,0,2,1,2,2,3,2,0,3,2,3,5,3,6,3,3,3,1,6,1,7,3,2,5,4,3,6,4,6,5,3,3,2,10,3,2,11,10,4,6,6,4,3,3,3,3,3,11,3,2,2,3,2,6
"56","Chin","Haka","AREA # 040101","HaKa","MMR004002","Hakha","HaKa",10,6,1,1,1,1,0,0,0,5,0,2,0,2,1,2,0,1,0,1,1,1,0,1,2,1,2,2,2,1,0,1,0,1,0,0,1,2,2,1,5,0,1,0,1,2,2,0,1,2,4,0,4,5,1,5,0,0,1,0,2,1,4,2,1,6,3,1,4,1,5,0,4,2,4,3,3,0,5,3,8,4,2,2,3,1,3,2,0,0,6
"57","Chin","Haka","AREA # 040102","Thantlang","MMR004003","Thantlang","Thantlang",12,2,1,2,7,5,2,4,2,2,3,1,1,0,3,2,3,3,2,1,2,2,5,5,3,3,2,1,3,2,2,3,1,2,2,7,1,1,1,1,2,2,1,1,2,4,5,3,3,2,6,1,3,5,0,3,3,1,1,0,4,0,2,2,2,8,0,2,3,0,5,0,5,6,6,6,2,2,3,5,4,0,2,7,3,4,2,0,3,2,12
